split_seed,run_seed,variant,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,selection_score
52,0,DiagTokenLenHead,1,43.065475917997816,14.08797844250997,1.7404311895370483,1.453323483467102,0.28876116492369863,1.7404311895370483
52,0,DiagTokenLenHead,2,15.505612600417365,9.805782675743103,1.2374628782272339,1.0762890577316284,-0.16731840888059443,1.2374628782272339
52,0,DiagTokenLenHead,3,10.853567009880429,9.523832360903421,1.2066653966903687,1.0547726154327393,0.27579630651310366,1.2066653966903687
52,0,DiagTokenLenHead,4,10.906413963862828,8.133755167325338,1.1314946413040161,0.9185273051261902,0.26970754709760153,1.1314946413040161
52,0,DiagTokenLenHead,5,10.231962476457868,8.364238659540812,1.1222738027572632,0.9387781620025635,0.2815351372265654,1.1222738027572632
52,0,DiagTokenLenHead,6,10.426245553152901,8.816308418909708,1.1633177995681763,0.9857048988342285,0.2767061211384086,1.1633177995681763
52,0,DiagTokenLenHead,7,9.810744830540248,9.45641295115153,1.2152365446090698,1.0492563247680664,0.10517107139822787,1.2152365446090698
52,0,DiagTokenLenHead,8,9.90173830304827,7.697806179523468,1.1086814403533936,0.8683177828788757,0.29532232808695524,1.1086814403533936
52,0,DiagTokenLenHead,9,9.719115620567685,8.429576913515726,1.1648952960968018,0.9508630037307739,0.3478816191334162,1.1648952960968018
52,0,DiagTokenLenHead,10,9.295175779433478,8.237970550855001,1.1521714925765991,0.9329973459243774,0.3356866038673099,1.1521714925765991
52,0,DiagTokenLenHead,11,9.199530056544713,7.783638179302216,1.1119905710220337,0.8806555271148682,0.3351617108142494,1.1119905710220337
52,0,DiagTokenLenHead,12,9.455365317208427,8.037872314453125,1.1298938989639282,0.9074188470840454,0.3449772109064813,1.1298938989639282
52,0,DiagTokenLenHead,13,9.55844663438343,8.443546175956726,1.1533029079437256,0.952896237373352,0.3309975592599692,1.1533029079437256
52,0,DiagTokenLenHead,14,9.060352348145985,7.801948328812917,1.125216007232666,0.8776812553405762,0.33684136858404307,1.125216007232666
52,0,DiagTokenLenHead,15,8.942695708501907,8.955689430236816,1.213832974433899,1.0021233558654785,0.3766982477464392,1.213832974433899
52,0,DiagTokenLenHead,16,8.991902215140206,8.063994725545248,1.1166210174560547,0.9119336009025574,0.3671276977456356,1.1166210174560547
52,0,DiagTokenLenHead,17,9.118999299548921,8.257462660471598,1.1297019720077515,0.9401473999023438,0.33239727406813063,1.1297019720077515
52,0,DiagTokenLenHead,18,9.509535380772181,7.558267752329509,1.1264047622680664,0.8578854203224182,0.3194499120926376,1.1264047622680664
