seed,step,model,feature_set,n_features,val_score,params,val_rmse,val_mae,val_spearman,val_bias,val_top5_hit_rate,val_top10_hit_rate,val_top20_hit_rate,val_strong_n,val_strong_mae,val_strong_rmse,val_strong_bias,test_rmse,test_mae,test_spearman,test_bias,test_top5_hit_rate,test_top10_hit_rate,test_top20_hit_rate,test_strong_n,test_strong_mae,test_strong_rmse,test_strong_bias,selected_k,group_weight_name,diag_weight,core_pair_weight,terminal_pair_weight,order_pair_weight,other_pair_weight,heur_weight,other_weight
52,01_anchor_baseline,A1FlatFull-TunedSVR,A1FlatFull,906,1.0943359758382885,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.03}",1.0943359758382885,0.8891651281290804,0.43006237480759296,-0.22124900354175467,0.2,0.5,0.6,1,1.9038484026353668,1.9038484026353668,-1.9038484026353668,1.087253765160276,0.8148207217389507,0.5693964501073059,0.1780496749933883,0.4,0.4,0.75,4,1.8106121866626181,2.0448421881637104,-1.8106121866626181,,,,,,,,,
52,01_anchor_baseline,A1FlatDiagOnly-TunedSVR,A1FlatDiagOnly,375,1.0736547354412296,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": ""scale""}",1.0736547354412296,0.836506074257633,0.47509819876018633,-0.1398830820616328,0.2,0.4,0.5,1,1.8063577445014714,1.8063577445014714,-1.8063577445014714,1.051139575684769,0.7817358753401827,0.6264708200255688,0.14801537336416432,0.4,0.5,0.65,4,1.840365146079708,1.9470303303167407,-1.840365146079708,,,,,,,,,
52,01_anchor_baseline,A1FlatPairOnly-TunedSVR,A1FlatPairOnly,450,1.1531090036403706,"{""C"": 1.0, ""epsilon"": 0.2, ""gamma"": 0.03}",1.1531090036403706,0.9262876619403696,0.38532399025173386,-0.2354347900683435,0.2,0.6,0.6,1,1.4511752536023508,1.4511752536023508,-1.4511752536023508,1.1201127635427643,0.8410402684569255,0.5111847920085748,0.17876388945309257,0.4,0.4,0.6,4,1.628753565818666,1.8999637922190225,-1.628753565818666,,,,,,,,,
52,01_anchor_baseline,A1FlatNoHeur-TunedSVR,A1FlatNoHeur,831,1.0826873677757614,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.03}",1.0826873677757614,0.8799178670743742,0.4356262411700345,-0.216226188249943,0.2,0.5,0.6,1,1.6478874075355003,1.6478874075355003,-1.6478874075355003,1.0911426970305156,0.8047177991543863,0.5645323560431498,0.18277824955140992,0.4,0.4,0.75,4,1.751659102186096,1.9920284009851736,-1.751659102186096,,,,,,,,,
52,01_anchor_baseline,A1FlatNoPairwise-TunedSVR,A1FlatNoPairwise,456,1.0976030986138894,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": ""scale""}",1.0976030986138894,0.8549797268684769,0.4274379095422903,-0.14666712619961006,0.2,0.3,0.55,1,1.8125540528663118,1.8125540528663118,-1.8125540528663118,1.0330747251414092,0.7763693284300812,0.6544306125238474,0.12161582334490356,0.2,0.5,0.7,4,1.7825739924029453,1.851206666334853,-1.7825739924029453,,,,,,,,,
52,01_anchor_baseline,A1FlatDiagCorePair-TunedSVR,A1FlatDiagCorePair,700,1.091852060070371,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.03}",1.091852060070371,0.8866266838796109,0.43214445058473305,-0.22147052051489327,0.2,0.6,0.6,1,1.6345031469056783,1.6345031469056783,-1.6345031469056783,1.0874992036125417,0.806434293891711,0.5825539995182604,0.17306798232463788,0.4,0.4,0.7,4,1.752019448938401,1.9934825490047705,-1.752019448938401,,,,,,,,,
52,01_anchor_baseline,A1FlatDiagCoreTerminalPair-TunedSVR,A1FlatDiagCoreTerminalPair,775,1.0883601918349017,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.03}",1.0883601918349017,0.8816519498154559,0.43802325277901094,-0.21645031679899673,0.2,0.6,0.6,1,1.6278002428087097,1.6278002428087097,-1.6278002428087097,1.093040555891632,0.8101432203826506,0.5751003877508846,0.1797819659549698,0.4,0.4,0.7,4,1.752059323835136,1.9933805591834997,-1.752059323835136,,,,,,,,,
52,02_selected_svr_baseline,A1FlatSelected-TunedSVR,A1FlatSelected_k200,200,1.0111869875241442,"{""C"": 5.0, ""epsilon"": 0.05, ""gamma"": 0.01}",1.0111869875241442,0.7942979480229825,0.5815115170506574,-0.19189395875325543,0.6,0.4,0.55,1,1.923653222694429,1.923653222694429,-1.923653222694429,1.0730347411558065,0.7621375278357648,0.5703762676166323,0.1127067779818349,0.4,0.5,0.7,4,1.79413115850777,2.085247208270876,-1.79413115850777,200.0,,,,,,,,
52,03_full_group_weighted_svr,A1FlatFull-GroupWeightedSVR-equal_weight,A1FlatFull_GroupWeighted,906,1.0943359758382885,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.03}",1.0943359758382885,0.8891651281290804,0.43006237480759296,-0.22124900354175467,0.2,0.5,0.6,1,1.9038484026353668,1.9038484026353668,-1.9038484026353668,1.087253765160276,0.8148207217389507,0.5693964501073059,0.1780496749933883,0.4,0.4,0.75,4,1.8106121866626181,2.0448421881637104,-1.8106121866626181,,equal_weight,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52,03_full_group_weighted_svr,A1FlatFull-GroupWeightedSVR-diag1p5_pair_aux,A1FlatFull_GroupWeighted,906,1.0742170295427365,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.03}",1.0742170295427365,0.8849664945062385,0.41515541210067397,-0.19279367750735998,0.2,0.5,0.6,1,1.785815383819087,1.785815383819087,-1.785815383819087,1.0918106877748226,0.8079519184130602,0.5692389794361641,0.1854275204517256,0.4,0.4,0.7,4,1.867117268529295,2.099822003822506,-1.867117268529295,,diag1p5_pair_aux,1.5,0.75,0.75,0.5,0.5,0.5,1.0
52,03_full_group_weighted_svr,A1FlatFull-GroupWeightedSVR-diag2_pair_aux,A1FlatFull_GroupWeighted,906,1.0706331525269441,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}",1.0706331525269441,0.8534579833257433,0.4490635033283841,-0.16063541219986055,0.2,0.7,0.55,1,1.4545104508982414,1.4545104508982414,-1.4545104508982414,1.0672531529781566,0.7590321455953807,0.5851435172214802,0.20634601954812162,0.4,0.5,0.7,4,1.746980585055457,1.9484679597828534,-1.746980585055457,,diag2_pair_aux,2.0,0.75,0.75,0.5,0.5,0.5,1.0
52,03_full_group_weighted_svr,A1FlatFull-GroupWeightedSVR-diag2_pair_noheur,A1FlatFull_GroupWeighted,906,1.0694616807358137,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}",1.0694616807358137,0.8525020673435367,0.4528077404402158,-0.1605581666048695,0.4,0.7,0.55,1,1.4308295790097638,1.4308295790097638,-1.4308295790097638,1.0679583850810555,0.7577339253006633,0.5880479762669835,0.2073331535077924,0.4,0.5,0.7,4,1.7457148442353796,1.9480235704803686,-1.7457148442353796,,diag2_pair_noheur,2.0,0.75,0.75,0.5,0.5,0.0,1.0
