seed,lite_mode,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,n_channels
42,full,1,0.8464731261843726,0.4939222236474355,1.4889918565750122,1.2382099628448486,-0.21044896248453424,36
42,full,2,0.4035391651448749,0.38259262839953107,1.234863042831421,1.0072344541549683,0.4020191063358116,36
42,full,3,0.29869251378944944,0.4083087046941121,1.2813973426818848,1.0625563859939575,0.38674458486515995,36
42,full,4,0.2768875580458414,0.3861130277315776,1.244042992591858,1.0052443742752075,0.3741120482078742,36
42,full,5,0.2610471773715246,0.3929128249486287,1.2423981428146362,1.0053441524505615,0.35574063063148903,36
42,full,6,0.2582426489818664,0.3900836209456126,1.226833462715149,0.9829794764518738,0.3678832628200712,36
42,full,7,0.25187337469486965,0.38202475508054096,1.219644546508789,0.9751917123794556,0.38796934603691896,36
42,full,8,0.24342677706763857,0.4095003306865692,1.254733681678772,1.0159252882003784,0.34092102045320494,36
42,full,9,0.24875505587884358,0.40064045786857605,1.261134386062622,1.0158934593200684,0.38935157650218993,36
42,full,10,0.2410708541671435,0.3755548695723216,1.2225513458251953,0.9819236993789673,0.430083633757261,36
42,full,11,0.22628000236692883,0.3919060130914052,1.2194422483444214,0.9631373882293701,0.38551982369340093,36
42,full,12,0.23187675504457383,0.4010135233402252,1.236387014389038,0.9864270687103271,0.38803933238959093,36
42,full,13,0.22780691796825045,0.3572232723236084,1.1956688165664673,0.9310973286628723,0.39816985693885476,36
42,full,14,0.2074880748987198,0.359319547812144,1.218334674835205,0.9281330704689026,0.4299786542282531,36
42,full,15,0.2124554646157083,0.35603485504786175,1.2158324718475342,0.9187942743301392,0.3828953354682031,36
42,full,16,0.2078487521835736,0.36618655920028687,1.2566114664077759,0.9820502400398254,0.39160863637586,36
42,full,17,0.19683163187333516,0.36819615960121155,1.2091948986053467,0.9455092549324036,0.39344577813349857,36
42,full,18,0.19094362677562804,0.34237683812777203,1.1638151407241821,0.8947399258613586,0.4551212514256488,36
42,full,19,0.18278215577205023,0.3590230643749237,1.2069807052612305,0.9562468528747559,0.4461629982836401,36
42,full,20,0.16974683105945587,0.36006932457288104,1.2135341167449951,0.9689028859138489,0.4502222067386128,36
42,full,21,0.16974958883864538,0.3386669059594472,1.1759059429168701,0.941814124584198,0.5287468944365334,36
42,full,22,0.17818479807603926,0.3608000973860423,1.2170957326889038,0.9381564259529114,0.4005843861060368,36
42,full,23,0.1539529547804878,0.32961322863896686,1.1856714487075806,0.9384072422981262,0.4818210449699953,36
42,full,24,0.13884956602539336,0.32357202967007953,1.187376856803894,0.9052220582962036,0.4551387480138168,36
42,full,25,0.13397763208264396,0.34976311524709064,1.2056103944778442,0.9838860630989075,0.4693109844298854,36
42,full,26,0.13482302320855005,0.3510812222957611,1.2091631889343262,0.9130472540855408,0.44731777310272713,36
42,full,27,0.1288741362236795,0.3584274351596832,1.2749555110931396,0.9540761709213257,0.4267942751816797,36
42,full,28,0.12782875093675794,0.38083577156066895,1.265068531036377,0.9675965309143066,0.34415788926428237,36
