model,feature_set,n_seeds,n_features_mean,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
ESM2-SVC,ESM2,5,320.0,0.38599999999999995,0.05412947441089742,0.6212765957446809,0.04092634906738583,0.6296992481203008,0.03777418045550083,0.6560620300751878,0.04335244229481824,0.5446090558525104,0.046875002394418525,0.5874913290110858,0.04461504524735763,0.2598398327763794,0.07759409994446942,0.528952380952381,0.04273978641036509,0.6736842105263158,0.1156099086130989,0.5857142857142857,0.10817950879186398
ESM2-RF,ESM2,5,320.0,0.372,0.05630275304103698,0.5936170212765958,0.047813202243072846,0.6081766917293233,0.033959018267652456,0.6616541353383459,0.035322594873996464,0.5643317284995046,0.04258543435575896,0.5754723074990877,0.03083072775230358,0.2165119468979758,0.06309798877020321,0.5030376656591491,0.03624728263651612,0.6842105263157896,0.0966903845835465,0.5321428571428571,0.12901708477277457
ESM2-CatBoost,ESM2,5,320.0,0.344,0.10899541274750968,0.6042553191489362,0.027536551288393177,0.606954887218045,0.029927238302290087,0.6360902255639097,0.04179637132035085,0.5260451315291298,0.05898807925107997,0.5566542934434906,0.0468516964694378,0.21188220808280245,0.0576330545341938,0.5092890442890443,0.02540998366377168,0.6210526315789473,0.09951405474310021,0.5928571428571427,0.07618117502750549
ESM2-LR,ESM2,5,320.0,0.40800000000000003,0.31180121872757327,0.6,0.028743098055545296,0.594078947368421,0.031583702202004335,0.6681390977443609,0.034062904459683435,0.5588520939200039,0.04440507767706275,0.5197421668706182,0.08719561647440946,0.1946341311472205,0.06334133901055027,0.5092946269416857,0.03534040059164357,0.5631578947368421,0.19833098612017655,0.625,0.15971914124998496
ESM2-MLP,ESM2,5,320.0,0.38199999999999995,0.13827508813954884,0.5680851063829787,0.022060043992901845,0.5656015037593984,0.048035419145178025,0.6393796992481203,0.06265668076439881,0.5250807574889604,0.07706243408339994,0.4790088846543683,0.13977255602753338,0.15071285826318173,0.12990523436846302,0.468494983277592,0.02145594938083879,0.5526315789473684,0.2912624160681402,0.5785714285714285,0.20578371844125617
