feature_set,model,n_seeds,n_features_mean,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
Descriptor_ESM2,Descriptor_ESM2-SVC,5,402.0,0.4159999999999999,0.08264381404557752,0.6404255319148937,0.061297277833565665,0.6313909774436091,0.04198877464945647,0.7008458646616542,0.033454884366495366,0.6094074700258716,0.04315419992924043,0.5606577095595626,0.06698475265063136,0.2764369218431439,0.08420203100827373,0.5781602678902583,0.08648902298479862,0.5842105263157895,0.17396309348461486,0.6785714285714286,0.19642857142857142
Descriptor_A1FlatFull_ESM2,Descriptor_A1FlatFull_ESM2-CatBoost,5,1308.0,0.38799999999999996,0.2393115124685814,0.6340425531914893,0.022060043992901842,0.6319548872180452,0.03688595480121944,0.6728383458646616,0.05173165751148658,0.5818294184623999,0.059221610899805675,0.5671680230087917,0.0858114853681799,0.26847791806630517,0.0670894243048139,0.5472360972360972,0.03376012081773222,0.6210526315789473,0.1847735755951785,0.6428571428571429,0.12626906806902635
Descriptor_A1FlatFull_ESM2,Descriptor_A1FlatFull_ESM2-RF,5,1308.0,0.4299999999999999,0.09246621004453463,0.6340425531914894,0.023307342872560265,0.6260338345864662,0.03170059979409075,0.700563909774436,0.03360274579325253,0.6117919975916217,0.030686151782924897,0.5438322492231482,0.1045778656988694,0.2671168876189268,0.052137855659436134,0.5658079542290068,0.06996483583970234,0.5842105263157895,0.23345531701280922,0.6678571428571429,0.1823703061669541
Descriptor_ESM2,Descriptor_ESM2-LR,5,402.0,0.5279999999999999,0.3580782037488459,0.6404255319148937,0.060833950874450184,0.6237781954887217,0.06185413788144416,0.6579887218045112,0.03290715393996443,0.5613897838919234,0.04043348629046792,0.5334520012151591,0.11438105778405798,0.2569351022633982,0.11292427116968264,0.56814566921282,0.06473235796659257,0.5368421052631579,0.19302232443044473,0.7107142857142857,0.15941938657618315
A1FlatFull_ESM2,A1FlatFull_ESM2-RF,5,1226.0,0.356,0.0626897120746299,0.6,0.05455694214875783,0.6236842105263157,0.04306214162295599,0.6978383458646616,0.03983981428057611,0.6136327478222421,0.038714569931275256,0.5992254462570173,0.04536069748199944,0.2542451610003675,0.08495333995219945,0.510213316095669,0.045095010146034585,0.7473684210526315,0.1323660667364136,0.5,0.1494035761667992
Descriptor_ESM2,Descriptor_ESM2-RF,5,402.0,0.3539999999999999,0.048270073544588676,0.597872340425532,0.05068565638115573,0.6218984962406016,0.030819688393332382,0.6720864661654135,0.03069368148683959,0.5684235320466215,0.04322393079226799,0.5995963244361532,0.02143281741521092,0.2510716276961221,0.0573995011028499,0.5095533193094169,0.04675916695005032,0.7473684210526315,0.11102643741962624,0.49642857142857144,0.1512068795001182
Descriptor_A1FlatFull_ESM2,Descriptor_A1FlatFull_ESM2-MLP,5,1308.0,0.354,0.1350185172485611,0.6085106382978724,0.033132790430632865,0.6164473684210525,0.029439579945631098,0.6960526315789474,0.059470465643449585,0.577245376299474,0.06797719799045851,0.5656674170787073,0.06977473570902878,0.24312723225571303,0.06600497648112585,0.522432139809189,0.04338240236213922,0.6578947368421052,0.20041508173326075,0.575,0.1719300700272987
Descriptor_A1FlatFull_ESM2,Descriptor_A1FlatFull_ESM2-SVC,5,1308.0,0.49399999999999994,0.14825653442597395,0.6319148936170212,0.03155829143444963,0.6056390977443609,0.03391021205725981,0.6967575187969924,0.03382952786954815,0.6218978027597237,0.04360858519936838,0.4820009866943652,0.12298890451866189,0.24023732669396125,0.06520456117527688,0.6004510895267198,0.12779230816750067,0.46842105263157896,0.22514999617060463,0.7428571428571429,0.18280691274385327
A1FlatFull_ESM2,A1FlatFull_ESM2-CatBoost,5,1226.0,0.46799999999999997,0.2363683565962246,0.6148936170212767,0.04215236756629566,0.5981203007518797,0.01596499957680439,0.6580827067669173,0.04206496460360717,0.5856796696774496,0.04663697539193554,0.49630231880867254,0.09710165268762586,0.22089645629577528,0.026410084306325923,0.558733366768726,0.08265752632194273,0.5105263157894736,0.2430473660846067,0.6857142857142857,0.23131721306730396
A1FlatFull_ESM2,A1FlatFull_ESM2-MLP,5,1226.0,0.39599999999999996,0.2350106380570888,0.5829787234042554,0.05287137719059224,0.5984022556390978,0.0492744792571765,0.6798872180451128,0.04236679066987348,0.5899549015808055,0.05776487434418212,0.5430458391782433,0.14123972260997356,0.21672675213294862,0.09300984712009358,0.49302523553858324,0.04470759316310014,0.6789473684210526,0.2854990285287478,0.5178571428571429,0.24353895887474744
