seed,variant,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman
62,DiagCorePairResidualSmallGate,1,43.02688961937314,14.168946981430054,1.6457188129425049,1.4606621265411377,-0.19002878164301332
62,DiagCorePairResidualSmallGate,2,13.00761774608067,6.974055767059326,1.0523667335510254,0.8117786645889282,0.08265315942193122
62,DiagCorePairResidualSmallGate,3,11.004190354120164,6.89225713411967,1.03458833694458,0.8093608021736145,0.2836871987441136
62,DiagCorePairResidualSmallGate,4,11.12706064042591,6.825988849004109,1.021376609802246,0.8059130311012268,0.32518874280609933
62,DiagCorePairResidualSmallGate,5,10.948882420857748,6.781187216440837,1.0131144523620605,0.7997405529022217,0.34515217525750147
62,DiagCorePairResidualSmallGate,6,10.242979798998151,6.327782392501831,0.9832452535629272,0.7571080923080444,0.34310509235056535
62,DiagCorePairResidualSmallGate,7,10.113604613712855,6.091490586598714,0.9742152094841003,0.734027624130249,0.36098644902482735
62,DiagCorePairResidualSmallGate,8,10.298013641720726,6.052747805913289,0.9730324745178223,0.7333109974861145,0.3776255588068461
62,DiagCorePairResidualSmallGate,9,9.788442566281272,6.334325710932414,0.9835207462310791,0.7570375800132751,0.35778460140115814
62,DiagCorePairResidualSmallGate,10,10.006539322081066,7.27546485265096,1.0577841997146606,0.8356974720954895,0.3577671049660561
62,DiagCorePairResidualSmallGate,11,9.667405491783505,6.348698377609253,0.9888490438461304,0.7571450471878052,0.3504885879636168
62,DiagCorePairResidualSmallGate,12,9.85125176111857,6.615998347600301,1.0226718187332153,0.77656090259552,0.32977280880282794
62,DiagCorePairResidualSmallGate,13,9.712505681174141,6.245458285013835,0.987412691116333,0.7418275475502014,0.34795160487382426
62,DiagCorePairResidualSmallGate,14,9.562855357215518,6.244579633076985,0.9883100986480713,0.7405760288238525,0.33068262342813287
62,DiagCorePairResidualSmallGate,15,9.228490034739176,6.3118133544921875,0.994671106338501,0.7408787608146667,0.3351617108142494
62,DiagCorePairResidualSmallGate,16,9.378820101420084,6.782234191894531,1.0394665002822876,0.7861124277114868,0.3287405191318089
62,DiagCorePairResidualSmallGate,17,8.97862502506801,6.723898569742839,1.0426952838897705,0.7728632092475891,0.34849399436198686
62,DiagCorePairResidualSmallGate,18,9.198527313414074,6.344624280929565,0.9983677864074707,0.7527623772621155,0.33005275176446025
