split_seed,run_seed,variant,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,selection_score
62,3,DiagTokenLenHeadRank,1,43.81303205944243,16.418769041697185,1.867235541343689,1.6531075239181519,0.20869747789686613,2.249207800638697
62,3,DiagTokenLenHeadRank,2,14.047278040931339,8.438596963882446,1.1422885656356812,0.942751407623291,0.23231766528458986,1.3431287677488155
62,3,DiagTokenLenHeadRank,3,11.53326465969994,7.4964808622996015,1.0786482095718384,0.8637524247169495,0.21809306354664953,1.2618723562190783
62,3,DiagTokenLenHeadRank,4,11.166586603437151,7.185854276021321,1.0721001625061035,0.831177294254303,0.21968523914093313,1.2469417001985392
62,3,DiagTokenLenHeadRank,5,11.219556399754115,7.1516006787618,1.0430222749710083,0.8343608975410461,0.2468572028543665,1.214583918928115
62,3,DiagTokenLenHeadRank,6,11.05127661568778,6.7311311562856035,1.021745204925537,0.7891184091567993,0.3040530492028621,1.1734168498343076
62,3,DiagTokenLenHeadRank,7,10.743329888298398,7.055871804555257,1.0523496866226196,0.8243327736854553,0.3034756668444955,1.2129115300173092
62,3,DiagTokenLenHeadRank,8,10.904165926433745,7.049861033757527,1.039232611656189,0.829960823059082,0.3510134810166774,1.194070795268458
62,3,DiagTokenLenHeadRank,9,10.662476380666098,6.7318581740061445,1.0332831144332886,0.7903639078140259,0.3269033934460971,1.1818385823698805
62,3,DiagTokenLenHeadRank,10,10.870696204049247,6.996829986572266,1.0494064092636108,0.8136875033378601,0.33803112617098025,1.202123616172429
62,3,DiagTokenLenHeadRank,11,10.57536202385312,7.882998704910278,1.1740525960922241,0.8946409225463867,0.32739329362895353,1.3486038326844778
62,3,DiagTokenLenHeadRank,12,10.50872684660412,6.534202655156453,0.9951279163360596,0.7634468078613281,0.3757359438158282,1.1296292267290173
62,3,DiagTokenLenHeadRank,13,10.286773318336124,6.49659260114034,1.0054622888565063,0.7647529244422913,0.35921930907952365,1.1427676236051507
62,3,DiagTokenLenHeadRank,14,10.381563004993257,6.746548334757487,1.0409963130950928,0.7890240550041199,0.338730983575061,1.1874426793098636
62,3,DiagTokenLenHeadRank,15,10.219291664305187,7.2012215455373125,1.0993608236312866,0.8384808301925659,0.328845497742421,1.259654206518065
62,3,DiagTokenLenHeadRank,16,9.959582737513951,6.7121381759643555,1.017223596572876,0.7830032110214233,0.3424752206868928,1.1616031162251979
62,3,DiagTokenLenHeadRank,17,9.742307799203056,6.818080425262451,1.0501712560653687,0.7912765145301819,0.3162830573391724,1.2005479260970382
62,3,DiagTokenLenHeadRank,18,9.447803383781796,7.852510849634807,1.0969504117965698,0.8986891508102417,0.35823950871381066,1.2678867731920587
62,3,DiagTokenLenHeadRank,19,9.832160949707031,7.251969814300537,1.0793766975402832,0.8293376564979553,0.3572422119129956,1.2331247798778227
62,3,DiagTokenLenHeadRank,20,10.096379825047084,7.070166349411011,1.0491074323654175,0.8078925609588623,0.3344968462803727,1.2009060456630771
62,3,DiagTokenLenHeadRank,21,9.770421527680897,6.907446225484212,1.0432770252227783,0.7870959639549255,0.33019272324527643,1.1905221077247183
62,3,DiagTokenLenHeadRank,22,9.852170194898333,6.839548508326213,1.0476330518722534,0.7926289439201355,0.334811782112209,1.195568520535456
