seed,step,model,feature_set,n_features,val_score,params,val_rmse,val_mae,val_spearman,val_bias,val_top5_hit_rate,val_top10_hit_rate,val_top20_hit_rate,val_strong_n,val_strong_mae,val_strong_bias,test_rmse,test_mae,test_spearman,test_bias,test_top5_hit_rate,test_top10_hit_rate,test_top20_hit_rate,test_strong_n,test_strong_mae,test_strong_bias,selected_k,strong_factor,medium_factor
62,01_tuned_full_svr,A1FlatFull-TunedSVR,A1FlatFull,906,1.0167228425137862,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.03}",1.0167228425137862,0.7895692610724762,0.267223053313115,-0.08078867632861919,0.2,0.3,0.35,2,1.8627988384586047,-1.8627988384586047,0.9844447951339206,0.7465733197467432,0.4853945954238048,0.06304759700929191,0.4,0.3,0.6,2,1.615738864150258,-1.615738864150258,,,
62,02_feature_group_ablation,A1FlatDiagOnly-TunedSVR,A1FlatDiagOnly,375,1.0017831574475748,"{""C"": 1.0, ""epsilon"": 0.2, ""gamma"": ""scale""}",1.0017831574475748,0.7391171720760326,0.36303353193176346,-0.11364393139654434,0.2,0.3,0.5,2,1.4345531745192743,-1.4345531745192743,1.0010356360531774,0.762706501712012,0.46999746313438984,-0.05828101333730758,0.4,0.4,0.6,2,1.7904032703107875,-1.7904032703107875,,,
62,02_feature_group_ablation,A1FlatPairOnly-TunedSVR,A1FlatPairOnly,450,1.0458024155839756,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.01}",1.0458024155839756,0.7960977188418265,0.28055533686085243,-0.16559326129932753,0.2,0.3,0.5,2,1.4041551801537184,-1.4041551801537184,1.0590193915667512,0.8260957218619637,0.3889875512025819,-0.11388726219304966,0.4,0.3,0.55,2,1.654655594042548,-1.654655594042548,,,
62,02_feature_group_ablation,A1FlatNoHeur-TunedSVR,A1FlatNoHeur,831,1.0007188462182781,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.01}",1.0007188462182781,0.7368732724951522,0.37783551602807036,-0.11253149876674093,0.2,0.3,0.55,2,1.491179601294664,-1.491179601294664,0.9948399171297383,0.7529648654206849,0.44809154310444954,-0.016404579011652855,0.4,0.3,0.55,2,1.6303995495768435,-1.6303995495768435,,,
62,02_feature_group_ablation,A1FlatNoPairwise-TunedSVR,A1FlatNoPairwise,456,1.013268953578471,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": ""scale""}",1.013268953578471,0.7351203488164932,0.33684136858404307,-0.06337812019716405,0.2,0.3,0.5,2,1.3034006262820235,-1.3034006262820235,1.0142082204154865,0.7658328499729926,0.46186147845873315,0.009254723122095264,0.4,0.4,0.6,2,1.7616818039572266,-1.7616818039572266,,,
62,02_feature_group_ablation,A1FlatNoPairPhyschem-TunedSVR,A1FlatNoPairPhyschem,631,1.015310309322742,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.01}",1.015310309322742,0.7315870156727183,0.3474442082558658,-0.07071322875337034,0.2,0.3,0.4,2,1.429871213338858,-1.429871213338858,1.0060177366975573,0.7580769368905419,0.45808218235133136,0.02841183993967554,0.4,0.4,0.6,2,1.6924802359208537,-1.6924802359208537,,,
62,02_feature_group_ablation,A1FlatDiagCorePair-TunedSVR,A1FlatDiagCorePair,600,0.9922343329895689,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": 0.03}",0.9922343329895689,0.756005697610459,0.35141589902402376,-0.07966097572177736,0.2,0.3,0.45,2,1.715568889931629,-1.715568889931629,1.0007540667578187,0.7605621651666002,0.4643460157145251,0.052510936798235944,0.4,0.4,0.6,2,1.719457003431566,-1.719457003431566,,,
62,03_selected_svr,A1FlatSelected-TunedSVR,A1FlatSelected_k200,200,0.9663380383713613,"{""C"": 1.0, ""epsilon"": 0.05, ""gamma"": ""scale""}",0.9663380383713613,0.7297484873731772,0.41022141740190493,-0.06714708579320963,0.2,0.3,0.55,2,1.430937814168384,-1.430937814168384,1.033707231951345,0.7872339742414042,0.41416536184402286,0.0013986155932371768,0.4,0.4,0.55,2,2.047391846565857,-2.047391846565857,200.0,,
62,04_multi_kernel_svr,A1FlatMultiKernel-TunedSVR,A1FlatMultiKernel,906,1.0002269681961493,"{""C"": 1.0, ""epsilon"": 0.1, ""gamma"": 0.03, ""weights"": {""diag"": 1.0, ""core_pair"": 1.0, ""other_pair"": 0.0, ""heur"": 0.0, ""other"": 0.0}}",1.0002269681961493,0.7548849766183945,0.3732864429015458,-0.1037001015973055,0.2,0.3,0.45,2,1.5459801101697184,-1.5459801101697184,1.0065675336821067,0.7762263981236436,0.4498587139694847,-0.021216094003926798,0.4,0.4,0.6,2,1.7197761858973994,-1.7197761858973994,,,
62,05_strong_activity_weighted_svr,A1FlatFull-StrongWeightedSVR,A1FlatFull,906,1.0348759613563292,"{""C"": 1.0, ""epsilon"": 0.2, ""gamma"": 0.03}",1.0348759613563292,0.8000353000415408,0.2526310264380323,0.010556367334596337,0.2,0.3,0.4,2,1.8098705915766407,-1.8098705915766407,0.9979996811759264,0.7567963654049249,0.48444977139695433,0.1620643772260584,0.4,0.2,0.6,2,1.400715485460828,-1.400715485460828,,2.0,1.3
