model,feature_set,n_seeds,n_features_mean,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
ESM2-LR,ESM2,5,320.0,0.48,0.16140012391568972,0.8576,0.024915858403835922,0.8590882694541232,0.02318102664997185,0.9383855981416958,0.01712188960997081,0.8968626159838753,0.02788664404496745,0.7995579384940126,0.03189388546946951,0.6957694201489308,0.050076616327770204,0.7462601736346712,0.05054325903816599,0.8634146341463416,0.036989636312446575,0.8547619047619047,0.03610893068595976
ESM2-SVC,ESM2,5,320.0,0.582,0.17064583206161232,0.8272,0.018417383093154098,0.7890243902439025,0.028305153085563764,0.9048199767711964,0.02204576698575433,0.8144602436491839,0.04813201453403326,0.7178475853461028,0.03382685325272408,0.6081766414886969,0.03630663437212304,0.7878785071381722,0.09103331576490811,0.6780487804878049,0.11620613902021067,0.9,0.07073071798815689
ESM2-CatBoost,ESM2,5,320.0,0.6279999999999999,0.2708689720141456,0.7952,0.03077661449867414,0.7514808362369337,0.048835158927081436,0.8957026713124273,0.030600560256872265,0.8034413942117867,0.06883262140389458,0.6584177492336886,0.06774137066086293,0.5416570266953042,0.06370403867723921,0.7526419940213044,0.11423374505014787,0.624390243902439,0.1870272147578616,0.8785714285714287,0.10988553104013644
ESM2-RF,ESM2,5,320.0,0.426,0.04722287581247037,0.7936,0.03269250678672405,0.7677700348432056,0.047261795143144894,0.8721835075493611,0.021233440773854605,0.7563916368097509,0.056156383749918826,0.6845295056734932,0.06436349536243717,0.5365755291745611,0.07930782570441303,0.68718940207662,0.054813127986437726,0.6926829268292682,0.11517774588407408,0.8428571428571429,0.05078745001833702
ESM2-MLP,ESM2,5,320.0,0.53,0.1555634918610405,0.776,0.028284271247461888,0.7496806039488966,0.022317716139350196,0.878397212543554,0.03473499942296169,0.7829385712969736,0.0383221104885127,0.6616180610753797,0.02832872284508054,0.507360019632604,0.043495407735957885,0.6757152367839149,0.09689452593963778,0.6731707317073171,0.12023178091576817,0.8261904761904761,0.09282661280770439
