seed,variant,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman
62,DiagCorePairResidualGate,1,40.83948843819754,10.625833988189697,1.3300940990447998,1.145570993423462,-0.10002711947823469
62,DiagCorePairResidualGate,2,12.413477943057107,7.212566216786702,1.0517076253890991,0.8383793234825134,0.20707030943237847
62,DiagCorePairResidualGate,3,11.074057034083776,6.838639895121257,1.0323846340179443,0.8035727739334106,0.2806428190363625
62,DiagCorePairResidualGate,4,10.96714196886335,6.726991971333821,1.017374038696289,0.7952349781990051,0.323824020868142
62,DiagCorePairResidualGate,5,10.774531364440918,6.676071008046468,1.0063802003860474,0.7905792593955994,0.35206326712279845
62,DiagCorePairResidualGate,6,10.109957581474667,6.269043366114299,0.9795960783958435,0.7512050867080688,0.35328801757993966
62,DiagCorePairResidualGate,7,10.051768915993827,6.0526658693949384,0.9731266498565674,0.729142427444458,0.3671451941807376
62,DiagCorePairResidualGate,8,10.144461359296526,6.042428016662598,0.9731599688529968,0.7319462299346924,0.38150976739949405
62,DiagCorePairResidualGate,9,9.683959983644032,6.314979632695516,0.9829947352409363,0.7551044225692749,0.35855444454564694
62,DiagCorePairResidualGate,10,9.932550793602353,7.221592664718628,1.0544960498809814,0.8302578926086426,0.35696226895136335
62,DiagCorePairResidualGate,11,9.601662090846471,6.308266480763753,0.9884793162345886,0.7529328465461731,0.34387493549505416
62,DiagCorePairResidualGate,12,9.8038953826541,6.518303950627645,1.0181888341903687,0.7679582834243774,0.32742828649915756
62,DiagCorePairResidualGate,13,9.63454348700387,6.269006570180257,0.9922061562538147,0.7438381910324097,0.3448722322958692
62,DiagCorePairResidualGate,14,9.551200866699219,6.229866584142049,0.9885292053222656,0.7392665147781372,0.3420028169391383
62,DiagCorePairResidualGate,15,9.200089272998628,6.276245991388957,0.9942458271980286,0.7382281422615051,0.33141747370241764
62,DiagCorePairResidualGate,16,9.363978862762451,6.8112912972768145,1.0437815189361572,0.7876374125480652,0.32079713759549294
62,DiagCorePairResidualGate,17,8.96871401014782,6.6920225620269775,1.0406591892242432,0.7700502276420593,0.3412154773595475
