seed,lite_mode,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,n_channels
52,diag_terminal_pair_lite,1,0.772418315921511,0.33761365711688995,1.2257912158966064,1.0089449882507324,0.28477197772043866,20
52,diag_terminal_pair_lite,2,0.3646154346920195,0.30130820473035175,1.13556969165802,0.9124412536621094,0.2827248948135026,20
52,diag_terminal_pair_lite,3,0.32224003402959733,0.2942633132139842,1.1509721279144287,0.9086069464683533,0.3033356953636794,20
52,diag_terminal_pair_lite,4,0.3012025895572844,0.2519804735978444,1.085976243019104,0.8425772786140442,0.37732811941011185,20
52,diag_terminal_pair_lite,5,0.2857833504676819,0.2541741331418355,1.100813627243042,0.8658755421638489,0.42036934976107515,20
52,diag_terminal_pair_lite,6,0.27587346235911053,0.2475293849905332,1.0926737785339355,0.8420370817184448,0.41641515542801916,20
52,diag_terminal_pair_lite,7,0.2968685492163613,0.3100317219893138,1.1417313814163208,0.9487320184707642,0.4334216903471803,20
52,diag_terminal_pair_lite,8,0.2692657687834331,0.25309860209623974,1.0988010168075562,0.8737347722053528,0.3986037844941653,20
52,diag_terminal_pair_lite,9,0.2788305694148654,0.25752221544583637,1.1043578386306763,0.8658904433250427,0.42407859400270287,20
52,diag_terminal_pair_lite,10,0.26503044792584013,0.2733642061551412,1.1364407539367676,0.8979286551475525,0.39123778531621584,20
52,diag_terminal_pair_lite,11,0.2641046267180216,0.2800239349404971,1.135903239250183,0.9145719408988953,0.37197421026889443,20
52,diag_terminal_pair_lite,12,0.25911611176672433,0.25359757741292316,1.1027753353118896,0.8585429787635803,0.3990236989366137,20
52,diag_terminal_pair_lite,13,0.24627357295581273,0.25578582535187405,1.114803433418274,0.8662541508674622,0.3904679421717271,20
52,diag_terminal_pair_lite,14,0.2489004638933,0.23370704054832458,1.094980001449585,0.8341862559318542,0.41721999144271205,20
