feature_set,model,n_seeds,n_features_mean,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
SeqOnly,SeqOnly-RF,5,130.0,0.4619999999999999,0.05167204273105524,0.7848484848484849,0.0459568208730397,0.7862439024390243,0.04666944270942023,0.8747317073170733,0.02965275938598049,0.8437518850830262,0.018289257502658085,0.7354594281806466,0.057728385553748866,0.5671995104928573,0.09666686443344022,0.6975346320346321,0.09162482638860456,0.792,0.1073312629199899,0.7804878048780488,0.08623253429104241
PhysChemOnly,PhysChemOnly-RF,5,22.0,0.418,0.1229634091915152,0.7787878787878789,0.017275385228774802,0.7829268292682926,0.016816891878964114,0.8574634146341463,0.03078276826618569,0.7648961196346294,0.07925995261301846,0.7308783485683172,0.02203977993355082,0.5614906636887187,0.026629918387319804,0.6873691961191961,0.06787825383101694,0.8,0.11661903789690602,0.7658536585365854,0.09223253854238556
Descriptor,Descriptor-SVC,5,82.0,0.286,0.17357995275952806,0.7636363636363636,0.07843744912451385,0.7785365853658537,0.056547506258097006,0.9082926829268292,0.01657101244045175,0.8681004109035413,0.025985703157191772,0.7317310679379645,0.05958711877216031,0.5589783440971849,0.09183965972286084,0.66554401096577,0.0971798560428199,0.8399999999999999,0.1296148139681572,0.7170731707317073,0.17638716811477606
A1FlatFull,A1FlatFull-LR,5,906.0,0.61,0.20868636754709205,0.7909090909090908,0.05292196726234236,0.770829268292683,0.05497325075554262,0.8829268292682926,0.025931773385369717,0.8414922791469628,0.04767401111755532,0.7127208195531176,0.07555377637320747,0.5555529274484866,0.11253027099223831,0.7502102029266715,0.09538189252158222,0.688,0.10353743284435828,0.8536585365853657,0.07903342315131535
PhysChemOnly,PhysChemOnly-SVC,5,22.0,0.364,0.1594678651014053,0.7696969696969698,0.032847702104058754,0.7771707317073171,0.03225677762204407,0.846829268292683,0.03384712103883414,0.7425454291152169,0.049088697927192206,0.7243274908622561,0.03781024943484249,0.551616348821247,0.05719487476884719,0.6749512670565302,0.07791938966393248,0.808,0.13682105101189657,0.7463414634146341,0.10989151537628108
Descriptor,Descriptor-MLP,5,82.0,0.426,0.15852444606432156,0.7424242424242424,0.07422696190252052,0.7364878048780488,0.027780048819846897,0.8641951219512194,0.05279752666678317,0.7929395037995944,0.09874543351908464,0.6782476459876994,0.01822142521789808,0.5043687109751123,0.06711522065002351,0.7016666666666667,0.1532517899116063,0.712,0.17753872816937719,0.7609756097560976,0.22579096216649985
PhysChemOnly,PhysChemOnly-LR,5,22.0,0.45999999999999985,0.17392527130926086,0.7303030303030302,0.045956820873039685,0.7485853658536585,0.024227751404785076,0.844780487804878,0.011830651163826216,0.729462597321199,0.04088143748022336,0.6985046974083077,0.0265112243988694,0.4984552089708297,0.05557285315614526,0.6210170807453416,0.08060228869722844,0.8240000000000001,0.12837445228704972,0.673170731707317,0.14284439477411046
Descriptor_A1FlatFull,Descriptor_A1FlatFull-MLP,5,988.0,0.46799999999999997,0.1454991408909345,0.7424242424242424,0.06516913081092897,0.7302439024390244,0.03558803213067519,0.8261463414634147,0.04070409462760111,0.7907922940611681,0.047959596118930956,0.668139007709539,0.03552586607878168,0.4796451765551117,0.08613651956548288,0.6950917065390749,0.1340632030263094,0.68,0.12649110640673517,0.7804878048780488,0.1733252488238036
PhysChemOnly,PhysChemOnly-CatBoost,5,22.0,0.244,0.2656689669494726,0.7090909090909091,0.05070666827479246,0.7330731707317073,0.0312317049361434,0.8469268292682927,0.03087924322430664,0.7636158588848525,0.07209432197030875,0.6839294546317541,0.03121275713055679,0.4679866656432499,0.058335866174987226,0.5950719822812847,0.07307176614749243,0.8320000000000001,0.130843417870369,0.6341463414634146,0.14634146341463417
A1FlatFull,A1FlatFull-MLP,5,906.0,0.4259999999999999,0.14099645385611653,0.7,0.07606000241218867,0.6960975609756097,0.02846875407105341,0.768390243902439,0.0806033169635867,0.7104462252904974,0.11170026287649108,0.6293351769834834,0.032242567197885645,0.42225667699567493,0.07179229786982029,0.6482371375071553,0.1460532394157166,0.6799999999999999,0.2039607805437114,0.7121951219512195,0.24231188696623987
PhysChemOnly,PhysChemOnly-MLP,5,22.0,0.4039999999999999,0.06503845016603639,0.696969696969697,0.05769525080199931,0.7092682926829268,0.04544315470276771,0.7889756097560975,0.061552007386643424,0.6714624811091077,0.07413370934480444,0.6540868733256794,0.04698208940160728,0.41704671436948065,0.08499635067069161,0.5889109730848862,0.07128919940178806,0.76,0.132664991614216,0.6585365853658537,0.14116874271695398
SeqOnly,SeqOnly-MLP,5,130.0,0.4259999999999999,0.0998999499499374,0.6545454545454545,0.09116126640297773,0.6532682926829269,0.07161965771911015,0.7120000000000001,0.10479838153974134,0.6236385390459147,0.13066538360445207,0.5900649468734576,0.06365050064630938,0.31151756649077134,0.15181145787178363,0.562348356227813,0.1232265152882175,0.648,0.11099549540409284,0.6585365853658536,0.1750329279805771
