feature_set,model,n_seeds,n_features_mean,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
Descriptor_A1FlatFull,Descriptor_A1FlatFull-SVC,5,988.0,0.352,0.20290391814846748,0.8181818181818181,0.08769573411204717,0.8177560975609757,0.06220669428446838,0.9116097560975609,0.02184363881800424,0.8805942999361491,0.026807748878301767,0.7786758339699515,0.06762998216555832,0.6478593577899044,0.11347933837646924,0.7720776858534295,0.13596263165496386,0.8160000000000001,0.11523888232710344,0.8195121951219513,0.18702721475786163
A1FlatFull,A1FlatFull-SVC,5,906.0,0.43,0.1407124727947029,0.8242424242424242,0.03488140737339801,0.8132682926829269,0.03656812601940508,0.8944390243902438,0.04045782022220994,0.8728014259426986,0.04152455497503251,0.766859146759479,0.04920272405079728,0.6333670582142329,0.06694846019977137,0.7792245006528993,0.07849018447636488,0.768,0.09959919678390987,0.8585365853658538,0.07596298293852409
SeqOnly,SeqOnly-CatBoost,5,130.0,0.53,0.111579568022107,0.8242424242424242,0.02752409412815905,0.8117073170731708,0.03644689241466954,0.8954146341463414,0.030567894803901957,0.8616556735267574,0.028052186081175,0.763812885509414,0.048720765829400235,0.6309930332259361,0.0583111547114029,0.7798040473383724,0.055300555553275905,0.76,0.10954451150103323,0.8634146341463416,0.06360197468490389
SeqOnly,SeqOnly-SVC,5,130.0,0.42799999999999994,0.1070980858839223,0.8212121212121213,0.012676667068698143,0.8061463414634147,0.022514718564804463,0.8690731707317074,0.01954144149627987,0.8263124435443814,0.025982683004586574,0.7571359927370157,0.03033092323701692,0.6240766055334539,0.022826147304319342,0.7860676578323638,0.06670016904240368,0.7440000000000001,0.10039920318408907,0.8682926829268294,0.06360197468490388
Descriptor,Descriptor-LR,5,82.0,0.32399999999999995,0.20094775440397436,0.8,0.024896479886598495,0.8187317073170732,0.02895893418490259,0.9119999999999999,0.013472602026110484,0.8663671337423444,0.021782884701045235,0.7715958970408122,0.03101840284825558,0.6234202814430317,0.05631878311244264,0.6822916517034164,0.04047314806352619,0.8959999999999999,0.09208691546577068,0.7414634146341463,0.06360197468490388
A1FlatFull,A1FlatFull-RF,5,906.0,0.41,0.11000000000000001,0.8121212121212121,0.02297841043651988,0.8066341463414635,0.0356941865768601,0.8885853658536587,0.026623601950989517,0.8589863967368452,0.02681093204891087,0.7556584316599368,0.04768363110821508,0.6183173131146769,0.04441841103692797,0.7540792103948026,0.08296104203101301,0.784,0.14310835055998652,0.8292682926829267,0.08961547839450651
Descriptor_A1FlatFull,Descriptor_A1FlatFull-LR,5,988.0,0.352,0.07823042886243177,0.8151515151515152,0.019755158803644427,0.8121951219512195,0.027414894539167834,0.9098536585365853,0.01636292729461997,0.8793689155133924,0.026352596800234915,0.7651657190958676,0.03284485353491973,0.6173088227778629,0.04587809860234707,0.737291303843028,0.03047123238312509,0.8,0.0748331477354788,0.8243902439024391,0.036176577985832487
Descriptor_A1FlatFull,Descriptor_A1FlatFull-RF,5,988.0,0.3679999999999999,0.03834057902536161,0.806060606060606,0.040655781409087106,0.8095609756097563,0.04079168944067102,0.8956097560975609,0.02545014138682058,0.8705287434262807,0.024648718257787354,0.762346519501483,0.047747475880494494,0.611350057100101,0.07604943558869899,0.7183162830349531,0.06765079149499209,0.8240000000000001,0.10039920318408906,0.7951219512195122,0.08198895762912982
A1FlatFull,A1FlatFull-CatBoost,5,906.0,0.244,0.14415269681833912,0.796969696969697,0.046205911157505795,0.8084878048780488,0.03209630066470764,0.8930731707317072,0.031895128572413736,0.8735388008290454,0.027729416089129974,0.7631354893531833,0.0378034213675799,0.6104547988024406,0.07077301259669617,0.7011688311688312,0.09791514973902411,0.8560000000000001,0.09208691546577069,0.7609756097560976,0.11361770437904506
Descriptor,Descriptor-CatBoost,5,82.0,0.30599999999999994,0.16056151469141036,0.793939393939394,0.020327890704543557,0.8013658536585367,0.03796175162654672,0.9028292682926828,0.01665123219497418,0.8552136727725094,0.030374706739847396,0.749616308014081,0.049037705867819324,0.595544728396489,0.0580391439018593,0.6959037378392217,0.043472739365949316,0.8320000000000001,0.1425482374496437,0.7707317073170732,0.07827710505307908
Descriptor_A1FlatFull,Descriptor_A1FlatFull-CatBoost,5,988.0,0.20800000000000002,0.16269603560013376,0.7848484848484849,0.05399554448850139,0.7987317073170731,0.034459539250114225,0.9112195121951219,0.021684010508188162,0.8860156601209193,0.022457814917945542,0.7536368434598962,0.03933976240878924,0.5909896682121678,0.0746379276852353,0.685072765072765,0.09978955635089354,0.8560000000000001,0.0779743547584717,0.7414634146341463,0.1250817698044691
SeqOnly,SeqOnly-LR,5,130.0,0.45199999999999985,0.08700574693662484,0.7939393939393937,0.020327890704543557,0.7920000000000001,0.03297575407675161,0.8805853658536587,0.03579703509502272,0.8368989018765467,0.03208848470014843,0.7404584745118251,0.038932333689984173,0.5765843905762317,0.05739392529673116,0.7067748917748918,0.026496768961336646,0.784,0.09633275663033837,0.8,0.04007726030525603
Descriptor,Descriptor-RF,5,82.0,0.42399999999999993,0.07829431652425352,0.7878787878787878,0.030303030303030318,0.7918048780487805,0.02610189159418846,0.8801951219512196,0.027285696265661973,0.8110240255106238,0.051829165860824,0.7428877005347594,0.031028743276307096,0.5726763796498285,0.052669856702696395,0.6913553113553113,0.05170002351193074,0.808,0.05932958789676531,0.775609756097561,0.06313258100265746
