dataset,seed,feature_set,model,base_model,split,n_features,threshold,acc,bacc,auc,auprc,f1,mcc,precision,sensitivity,specificity,params
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-LR,LR,valid,130,0.38999999999999996,0.9230769230769231,0.9375,0.9640625,0.9318658513810116,0.9090909090909091,0.8539125638299666,0.8333333333333334,1.0,0.875,"{""C"": 1.0, ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-LR,LR,test,130,0.38999999999999996,0.7727272727272727,0.7702439024390244,0.8946341463414634,0.8487720908523958,0.7169811320754716,0.5304897757393129,0.6785714285714286,0.76,0.7804878048780488,"{""C"": 1.0, ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-SVC,SVC,valid,130,0.41999999999999993,0.9423076923076923,0.94375,0.975,0.9564765585721471,0.926829268292683,0.8799699757481081,0.9047619047619048,0.95,0.9375,"{""C"": 2.0, ""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-SVC,SVC,test,130,0.41999999999999993,0.8333333333333334,0.826829268292683,0.8702439024390244,0.8130888370604412,0.7843137254901961,0.648927532039325,0.7692307692307693,0.8,0.8536585365853658,"{""C"": 2.0, ""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-RF,RF,valid,130,0.4799999999999999,0.9423076923076923,0.953125,0.9765625,0.9628161555170576,0.9302325581395349,0.8877181299606703,0.8695652173913043,1.0,0.90625,"{""n_estimators"": 500, ""min_samples_leaf"": 2, ""class_weight"": ""balanced_subsample""}"
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-RF,RF,test,130,0.4799999999999999,0.8484848484848485,0.8234146341463415,0.8858536585365854,0.8435101925078706,0.782608695652174,0.6736521364392397,0.8571428571428571,0.72,0.926829268292683,"{""n_estimators"": 500, ""min_samples_leaf"": 2, ""class_weight"": ""balanced_subsample""}"
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-MLP,MLP,valid,130,0.35999999999999993,0.8461538461538461,0.875,0.9140625,0.7819749155643119,0.8333333333333334,0.7319250547113999,0.7142857142857143,1.0,0.75,"{""hidden_layer_sizes"": [64, 32], ""alpha"": 0.001, ""early_stopping"": true}"
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-MLP,MLP,test,130,0.35999999999999993,0.6515151515151515,0.6882926829268292,0.7209756097560975,0.5986606406287185,0.6461538461538462,0.37385974233907376,0.525,0.84,0.5365853658536586,"{""hidden_layer_sizes"": [64, 32], ""alpha"": 0.001, ""early_stopping"": true}"
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-CatBoost,CatBoost,valid,130,0.5099999999999999,0.9423076923076923,0.953125,0.9703125,0.9484190839353883,0.9302325581395349,0.8877181299606703,0.8695652173913043,1.0,0.90625,"{""depth"": 4, ""learning_rate"": 0.03, ""iterations"": 500, ""auto_class_weights"": ""Balanced""}"
plm4ace_cleaned_2_3,42,SeqOnly,SeqOnly-CatBoost,CatBoost,test,130,0.5099999999999999,0.8484848484848485,0.831219512195122,0.9082926829268292,0.8582732377243124,0.7916666666666666,0.6743877855501741,0.8260869565217391,0.76,0.9024390243902439,"{""depth"": 4, ""learning_rate"": 0.03, ""iterations"": 500, ""auto_class_weights"": ""Balanced""}"
plm4ace_cleaned_2_3,42,PhysChemOnly,PhysChemOnly-LR,LR,valid,22,0.24999999999999994,0.8269230769230769,0.859375,0.93046875,0.902136597748314,0.8163265306122449,0.7040523099688075,0.6896551724137931,1.0,0.71875,"{""C"": 1.0, ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_3,42,PhysChemOnly,PhysChemOnly-LR,LR,test,22,0.24999999999999994,0.7121212121212122,0.7526829268292683,0.8448780487804878,0.728469170483119,0.7076923076923077,0.5017081516363736,0.575,0.92,0.5853658536585366,"{""C"": 1.0, ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_3,42,PhysChemOnly,PhysChemOnly-SVC,SVC,valid,22,0.38999999999999996,0.9423076923076923,0.953125,0.95078125,0.8676130253139273,0.9302325581395349,0.8877181299606703,0.8695652173913043,1.0,0.90625,"{""C"": 2.0, ""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced""}"
