seed,best_epoch,val_monitor,test_rmse,test_mae,test_spearman
42,12,1.145896553993225,1.1644293069839478,0.8779463768005371,0.4040312139751301
52,5,1.121951699256897,1.0666160583496094,0.8022979497909546,0.634869255819795
62,5,0.9849423170089722,1.0289645195007324,0.8005180358886719,0.46194896216492304
