seed,lite_mode,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,n_channels
62,full,1,0.8176292195206597,0.3368568221728007,1.031599521636963,0.8130988478660583,0.2501640290886478,36
62,full,2,0.3690792336350396,0.371905654668808,1.115403413772583,0.9231399297714233,0.3485464836672929,36
62,full,3,0.32947718245642527,0.35256319244702655,1.0876964330673218,0.8558663129806519,0.3507335380550451,36
62,full,4,0.29230563200655435,0.308868075410525,1.035475492477417,0.765588641166687,0.37197421026889443,36
62,full,5,0.2830151582048053,0.3055470536152522,1.0401358604431152,0.7557823061943054,0.36786254801992035,36
62,full,6,0.2774167727856409,0.3745715419451396,1.1625056266784668,0.9193210005760193,0.3562274186770786,36
62,full,7,0.2627584458816619,0.3095112293958664,1.0719807147979736,0.7872364521026611,0.2961796534069542,36
62,full,8,0.25784927322751,0.39151109258333844,1.207383155822754,0.9631509780883789,0.3269033934460971,36
62,full,9,0.25403259694576263,0.3253905177116394,1.1242704391479492,0.850785493850708,0.33551163951628976,36
62,full,10,0.24080311897255124,0.3138306538263957,1.086982011795044,0.8180141448974609,0.30498036026326897,36
62,full,11,0.22769726458049955,0.3209460973739624,1.0824768543243408,0.8382654786109924,0.3307001198632349,36
