model,split,rmse,mae,spearman,params
MeanPredictor,val,1.193038336840466,1.0153770535795819,0.0,"{""mean_value"": 4.073465432205669}"
MeanPredictor,test,1.3033680806034327,1.072998449682688,0.0,"{""mean_value"": 4.073465432205669}"
Ridge,val,1.1942903511130125,0.9720554622438405,0.2637587591629155,"{""alpha"": 1.0}"
Ridge,test,1.1189716043275226,0.8776150626499684,0.5375698777954357,"{""alpha"": 1.0}"
SVR,val,1.1943950533011263,1.0034816296509905,0.2859967281775799,"{""C"": 2.0, ""epsilon"": 0.1, ""kernel"": ""rbf""}"
SVR,test,1.1494595076256424,0.9095690385564829,0.44293000443924807,"{""C"": 2.0, ""epsilon"": 0.1, ""kernel"": ""rbf""}"
CatBoost,val,1.2577063287811843,1.0422733753010471,0.1819629250609832,"{""depth"": 6, ""learning_rate"": 0.05, ""iterations"": 300}"
CatBoost,test,1.1587050791554372,0.8789530341007556,0.3745877331637314,"{""depth"": 6, ""learning_rate"": 0.05, ""iterations"": 300}"
