feature,score,pvalue,selected
pair_both_hydrophobic_flag__r0__c2,78.74867724867703,3.443927429892317e-16,True
pair_both_hydrophobic_flag__r2__c0,78.74867724867703,3.443927429892317e-16,True
diag_aromaticity__r2__c2,52.263528539658935,9.318850217819414e-12,True
diag_aromatic_residue_flag__r2__c2,52.263528539658935,9.318850217819414e-12,True
diag_hydrophobicity__r0__c0,50.363147886598036,2.022497534823985e-11,True
pair_hydrophobicity_sum__r0__c2,46.2304923814736,1.1148856513217219e-10,True
pair_hydrophobicity_sum__r2__c0,46.2304923814736,1.1148856513217219e-10,True
diag_branched_chain_flag__r0__c0,46.050264550264586,1.201889525083328e-10,True
diag_polarity__r0__c0,44.176670301923075,2.6342750010790134e-10,True
pair_hydrophobicity_signed_diff__r0__c2,39.17403006520256,2.2121056630710625e-09,True
pair_hydrophobicity_signed_diff__r2__c0,39.17403006520256,2.2121056630710625e-09,True
heur_terminal_hydrophobic_pattern_flag__r1__c2,38.535828449653756,2.912304921514689e-09,True
heur_terminal_hydrophobic_pattern_flag__r2__c1,38.535828449653756,2.912304921514689e-09,True
heur_c_terminal_favorable_flag__r0__c2,36.93140028288547,5.835409462501339e-09,True
heur_c_terminal_favorable_flag__r1__c2,36.93140028288547,5.835409462501339e-09,True
heur_c_terminal_favorable_flag__r2__c0,36.93140028288547,5.835409462501339e-09,True
heur_c_terminal_favorable_flag__r2__c1,36.93140028288547,5.835409462501339e-09,True
heur_n_terminal_favorable_flag__r0__c2,33.24493398833281,2.9407537625699042e-08,True
heur_n_terminal_favorable_flag__r2__c0,33.24493398833281,2.9407537625699042e-08,True
diag_volume__r2__c2,32.34519910219502,4.3835512776813194e-08,True
heur_terminal_hydrophobic_pattern_flag__r0__c2,32.27228363123242,4.528039507994027e-08,True
heur_terminal_hydrophobic_pattern_flag__r2__c0,32.27228363123242,4.528039507994027e-08,True
heur_n_terminal_favorable_flag__r0__c1,30.187245590230663,1.150436257203208e-07,True
heur_n_terminal_favorable_flag__r1__c0,30.187245590230663,1.150436257203208e-07,True
pair_both_bulky_flag__r0__c2,29.393867924528333,1.6447339750198463e-07,True
pair_both_bulky_flag__r2__c0,29.393867924528333,1.6447339750198463e-07,True
pair_both_bulky_flag__r0__c1,29.31188685415307,1.7067615377222838e-07,True
pair_both_bulky_flag__r1__c0,29.31188685415307,1.7067615377222838e-07,True
pair_residue_class_compatibility__r0__c2,28.875203434344208,2.0793471233391024e-07,True
pair_residue_class_compatibility__r2__c0,28.875203434344208,2.0793471233391024e-07,True
pair_both_bulky_flag__r1__c2,25.97092469018114,7.823291203688349e-07,True
pair_both_bulky_flag__r2__c1,25.97092469018114,7.823291203688349e-07,True
pair_charge_signed_diff__r1__c2,25.68532582562943,8.922248380262483e-07,True
pair_charge_signed_diff__r2__c1,25.68532582562943,8.922248380262483e-07,True
pair_hydrophobicity_signed_diff__r0__c1,24.990241395829447,1.2296701792367711e-06,True
pair_hydrophobicity_signed_diff__r1__c0,24.990241395829447,1.2296701792367711e-06,True
pair_both_hydrophobic_flag__r0__c1,24.857609241587202,1.3074769188904731e-06,True
pair_both_hydrophobic_flag__r1__c0,24.857609241587202,1.3074769188904731e-06,True
residue_id_2,24.692156540929137,1.4115658935132404e-06,True
heur_terminal_hydrophobic_pattern_flag__r0__c1,23.806794733221963,2.1293936991712692e-06,True
heur_terminal_hydrophobic_pattern_flag__r1__c0,23.806794733221963,2.1293936991712692e-06,True
pair_hydrophobicity_sum__r0__c1,22.080704605121813,4.775716744742357e-06,True
pair_hydrophobicity_sum__r1__c0,22.080704605121813,4.775716744742357e-06,True
diag_volume__r0__c0,21.832083806016897,5.3686363651505595e-06,True
diag_is_c_terminal__r1__c1,20.229565623540392,1.1464344491612286e-05,True
diag_is_c_terminal__r2__c2,20.229565623540392,1.1464344491612286e-05,True
diag_is_internal__r1__c1,20.229565623540392,1.1464344491612286e-05,True
diag_valid_flag__r2__c2,20.229565623540392,1.1464344491612286e-05,True
pair_terminal_interaction_flag__r0__c2,20.229565623540392,1.1464344491612286e-05,True
pair_terminal_interaction_flag__r1__c2,20.229565623540392,1.1464344491612286e-05,True
pair_terminal_interaction_flag__r2__c0,20.229565623540392,1.1464344491612286e-05,True
pair_terminal_interaction_flag__r2__c1,20.229565623540392,1.1464344491612286e-05,True
pair_end_to_end_flag__r0__c1,20.229565623540392,1.1464344491612286e-05,True
pair_end_to_end_flag__r0__c2,20.229565623540392,1.1464344491612286e-05,True
pair_end_to_end_flag__r1__c0,20.229565623540392,1.1464344491612286e-05,True
pair_end_to_end_flag__r2__c0,20.229565623540392,1.1464344491612286e-05,True
pair_end_to_internal_flag__r0__c1,20.229565623540392,1.1464344491612286e-05,True
