feature,score,pvalue,selected
pair_end_to_internal_flag__r1__c0,20.229565623540392,1.1464344491612286e-05,True
pair_end_to_internal_flag__r1__c2,20.229565623540392,1.1464344491612286e-05,True
pair_end_to_internal_flag__r2__c1,20.229565623540392,1.1464344491612286e-05,True
pair_forward_order_flag__r0__c2,20.229565623540392,1.1464344491612286e-05,True
pair_forward_order_flag__r1__c2,20.229565623540392,1.1464344491612286e-05,True
pair_reverse_order_flag__r2__c0,20.229565623540392,1.1464344491612286e-05,True
pair_reverse_order_flag__r2__c1,20.229565623540392,1.1464344491612286e-05,True
seq_length,20.229565623540392,1.1464344491612286e-05,True
pair_substitution_similarity_proxy__r0__c2,20.107991955356447,1.2147348984507751e-05,True
pair_substitution_similarity_proxy__r2__c0,20.107991955356447,1.2147348984507751e-05,True
pair_hydrophobicity_abs_diff__r0__c2,19.7543574299249,1.4377999821193422e-05,True
pair_hydrophobicity_abs_diff__r2__c0,19.7543574299249,1.4377999821193422e-05,True
pair_both_hydrophobic_flag__r1__c2,17.91304347826089,3.481001124790589e-05,True
pair_both_hydrophobic_flag__r2__c1,17.91304347826089,3.481001124790589e-05,True
diag_volume__r1__c1,16.83812528076544,5.863220239911305e-05,True
pair_volume_abs_diff__r0__c1,15.62712592673186,0.00010601397392240247,True
pair_volume_abs_diff__r1__c0,15.62712592673186,0.00010601397392240247,True
diag_hbond_acceptor__r2__c2,13.467312348668258,0.0003091821125822298,True
diag_gly_flag__r1__c1,13.222972972972993,0.0003494081747957659,True
diag_hbond_donor__r0__c0,11.522831050228305,0.0008245957168712381,True
diag_charge__r1__c1,11.15191247696171,0.0009963628845425752,True
diag_hydrophobicity__r2__c2,10.92796906349021,0.001117337242542043,True
pair_volume_abs_diff__r1__c2,10.820967713453102,0.0011803330072815649,True
pair_volume_abs_diff__r2__c1,10.820967713453102,0.0011803330072815649,True
diag_hbond_donor__r2__c2,10.563731007315688,0.0013470437001586234,True
pair_polarity_abs_diff__r1__c2,10.226002271839024,0.0016030938385836514,True
pair_polarity_abs_diff__r2__c1,10.226002271839024,0.0016030938385836514,True
pair_hydrophobicity_abs_diff__r1__c2,10.126466573881952,0.0016876712295092718,True
pair_hydrophobicity_abs_diff__r2__c1,10.126466573881952,0.0016876712295092718,True
pair_hydrophobicity_sum__r1__c2,9.972577426719255,0.001827511079423708,True
pair_hydrophobicity_sum__r2__c1,9.972577426719255,0.001827511079423708,True
pair_hydrophobicity_abs_diff__r0__c1,9.727704028757929,0.002074915229004743,True
pair_hydrophobicity_abs_diff__r1__c0,9.727704028757929,0.002074915229004743,True
diag_gly_flag__r0__c0,9.610718171926026,0.002204955098612795,True
diag_hbond_acceptor__r0__c0,7.536585365853664,0.006580285987946115,True
pair_volume_abs_diff__r0__c2,7.027622877419068,0.008649989024614889,True
pair_volume_abs_diff__r2__c0,7.027622877419068,0.008649989024614889,True
pair_aromatic_pair_flag__r1__c2,6.959459459459456,0.00897428709270708,True
pair_aromatic_pair_flag__r2__c1,6.959459459459456,0.00897428709270708,True
pair_aromatic_pair_flag__r0__c1,5.065573770491804,0.025461998442042028,True
pair_aromatic_pair_flag__r1__c0,5.065573770491804,0.025461998442042028,True
diag_hbond_acceptor__r1__c1,4.833983359334384,0.029017457223205756,True
pair_charge_signed_diff__r0__c1,4.126458667897947,0.04350205017096146,True
pair_charge_signed_diff__r1__c0,4.126458667897947,0.04350205017096146,True
pair_aromatic_pair_flag__r0__c2,3.98594001071237,0.0471980960157221,True
pair_aromatic_pair_flag__r2__c0,3.98594001071237,0.0471980960157221,True
diag_hbond_donor__r1__c1,3.6463048848112023,0.05758318572901474,True
pair_residue_class_compatibility__r0__c1,3.5962191669544232,0.05931056384703827,True
pair_residue_class_compatibility__r1__c0,3.5962191669544232,0.05931056384703827,True
diag_polarity__r1__c1,3.096297316890955,0.07995494540203059,True
residue_id_1,2.783439416905964,0.09676264856945366,True
pair_substitution_similarity_proxy__r0__c1,2.6788741720987055,0.10321437313215465,True
pair_substitution_similarity_proxy__r1__c0,2.6788741720987055,0.10321437313215465,True
diag_aromaticity__r1__c1,2.5844940598115573,0.10944647472229194,True
diag_aromatic_residue_flag__r1__c1,2.5844940598115573,0.10944647472229194,True
diag_pro_flag__r0__c0,2.362385321100929,0.1258265326367636,True
pair_donor_acceptor_compatibility__r1__c2,2.0195607572507757,0.15679604476222603,True
pair_donor_acceptor_compatibility__r2__c1,2.0195607572507757,0.15679604476222603,True
diag_pro_flag__r2__c2,1.840909090909087,0.17632935975533584,True
diag_branched_chain_flag__r2__c2,1.538267416845941,0.2162866945542164,True
pair_residue_class_compatibility__r1__c2,1.3714092229680899,0.24292272205114213,True
pair_residue_class_compatibility__r2__c1,1.3714092229680899,0.24292272205114213,True
pair_donor_acceptor_compatibility__r0__c2,1.309322033898309,0.2538452664501106,True
pair_donor_acceptor_compatibility__r2__c0,1.309322033898309,0.2538452664501106,True
pair_donor_acceptor_compatibility__r0__c1,1.1839080459770102,0.2778331930049082,True
pair_donor_acceptor_compatibility__r1__c0,1.1839080459770102,0.2778331930049082,True
diag_gly_flag__r2__c2,1.1393805309734564,0.28703258123291103,True
diag_charge__r2__c2,1.012907191149355,0.31538807696642096,True
pair_substitution_similarity_proxy__r1__c2,0.8687752721523866,0.3523857009367217,True
pair_substitution_similarity_proxy__r2__c1,0.8687752721523866,0.3523857009367217,True
residue_id_0,0.8409503433729962,0.36019745804706405,True
diag_charge__r0__c0,0.7510847709177266,0.38714131373625993,True
pair_hydrophobicity_signed_diff__r1__c2,0.7030278915040075,0.4027399939725814,True
pair_hydrophobicity_signed_diff__r2__c1,0.7030278915040075,0.4027399939725814,True
heur_c_terminal_favorable_flag__r0__c1,0.4895437262357394,0.4849202375016459,True
heur_c_terminal_favorable_flag__r1__c0,0.4895437262357394,0.4849202375016459,True
pair_charge_signed_diff__r0__c2,0.37260049350588464,0.5422630065640701,True
pair_charge_signed_diff__r2__c0,0.37260049350588464,0.5422630065640701,True
pair_polarity_abs_diff__r0__c2,0.22531101022453123,0.6355254642545677,True
pair_polarity_abs_diff__r2__c0,0.22531101022453123,0.6355254642545677,True
pair_polarity_abs_diff__r0__c1,0.14443362254025813,0.704304117843429,True
pair_polarity_abs_diff__r1__c0,0.14443362254025813,0.704304117843429,True
diag_pro_flag__r1__c1,0.05845629965947748,0.8091931788864323,True
diag_hydrophobicity__r1__c1,0.028329573350145364,0.8665014653984902,True
diag_polarity__r2__c2,0.020583371447483605,0.8860599871715877,True
diag_aromaticity__r0__c0,0.008503963011889003,0.9266153000397235,True
diag_aromatic_residue_flag__r0__c0,0.008503963011889003,0.9266153000397235,True
diag_branched_chain_flag__r1__c1,0.002645638549265386,0.9590281221118389,True
pair_charge_product__r0__c1,0.0,1.0,True
pair_charge_product__r0__c2,0.0,1.0,True
pair_charge_product__r1__c0,0.0,1.0,True
pair_charge_product__r1__c2,0.0,1.0,True
pair_charge_product__r2__c0,0.0,1.0,True
pair_charge_product__r2__c1,0.0,1.0,True
