feature_set,model,n_seeds,n_features_mean,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
A1FlatFull,A1FlatFull-RF,5,906.0,0.446,0.13315404612703288,0.6320987654320988,0.05565834113012272,0.6332386363636363,0.031224162872804714,0.7121843434343434,0.046998204537549534,0.6513281356539226,0.05515295904890259,0.567480762722527,0.09034730018800072,0.29534257105420214,0.043019132846931894,0.5809741002704388,0.09430123601795662,0.6393939393939394,0.26295628060505016,0.6270833333333334,0.25920551691659655
Descriptor,Descriptor-SVC,5,82.0,0.5299999999999999,0.05958187643906496,0.6703703703703703,0.02640648103235488,0.6328598484848484,0.044128940287810704,0.6839646464646464,0.03551440608459565,0.5972265076271779,0.02908022818782075,0.5021493927406044,0.12002074720277134,0.2938495014655478,0.07177685120387099,0.644193189550115,0.0324899782747594,0.4303030303030303,0.14868570212541934,0.8354166666666666,0.06645474128223573
Descriptor_A1FlatFull,Descriptor_A1FlatFull-RF,5,988.0,0.49799999999999994,0.11366617790706258,0.6419753086419753,0.045779003006763345,0.6264204545454545,0.03551136363636362,0.7170138888888888,0.04641761728447424,0.6486812216298609,0.05594412214410748,0.5317619151126254,0.1096587443541474,0.2807759495622265,0.0592694847171144,0.6090044540748767,0.11867451109898508,0.5424242424242424,0.23652869139897756,0.7104166666666667,0.21555202066116458
Descriptor_A1FlatFull,Descriptor_A1FlatFull-CatBoost,5,988.0,0.462,0.21924871721403522,0.6209876543209877,0.04442729435912736,0.6233901515151515,0.02342577951511383,0.705145202020202,0.03895888141894499,0.6230792534973328,0.047942336320122764,0.5561294540699576,0.0979020679713284,0.2758545575961201,0.04637318714163738,0.5713678489256657,0.11517508565118158,0.6363636363636365,0.27019021969889406,0.6104166666666666,0.25168701628543866
SeqOnly,SeqOnly-RF,5,130.0,0.568,0.060991802727907635,0.6604938271604938,0.029923949737137846,0.6235795454545454,0.03730778186896256,0.7088699494949494,0.026017885912671828,0.6397685624163714,0.03810195974453447,0.4969818476530795,0.08851166980870681,0.2745887101438093,0.06610655671854937,0.6315621244396035,0.05934141221736297,0.4242424242424242,0.11388860892706748,0.8229166666666667,0.06948783366732467
A1FlatFull,A1FlatFull-CatBoost,5,906.0,0.4119999999999999,0.15514509338035798,0.6160493827160494,0.0582998466820622,0.6263257575757576,0.033323377903837215,0.7039141414141413,0.039844061810449756,0.6348666748685832,0.07063756860338426,0.5839596127382781,0.058232890135491745,0.2659852188073811,0.06022088081865961,0.546350188898576,0.0841084668848426,0.6818181818181819,0.18370235837851728,0.5708333333333333,0.2107155468081714
SeqOnly,SeqOnly-CatBoost,5,130.0,0.5199999999999999,0.2084466358567583,0.619753086419753,0.0645349631540006,0.6053030303030302,0.036218650851168946,0.6758522727272728,0.026076891160477674,0.5891396745208779,0.04548291745128512,0.5029953269725594,0.12804281946582022,0.24273082727822035,0.04131195799172885,0.582684768858455,0.09182601826267212,0.5272727272727273,0.276364633172046,0.6833333333333333,0.2809218764967307
Descriptor_A1FlatFull,Descriptor_A1FlatFull-MLP,5,988.0,0.41,0.18055470085267786,0.611111111111111,0.07660292374068432,0.6098484848484848,0.05263247864112644,0.668939393939394,0.05303647958107892,0.5940007597662449,0.0633419996200085,0.5419710664928057,0.09653898262206523,0.2402669717383535,0.10758601106811368,0.5514270257691561,0.08577082267110572,0.603030303030303,0.2511223658057903,0.6166666666666666,0.2691655379233299
A1FlatFull,A1FlatFull-LR,5,906.0,0.638,0.11211601134539169,0.6283950617283951,0.01922519938567586,0.6144886363636364,0.019321430950768326,0.638794191919192,0.040566259391727026,0.5592203134702153,0.05872372005068944,0.5401045187077368,0.037413165146813046,0.23065844381134487,0.03731944987922522,0.5461267517439167,0.027055250359108576,0.5393939393939393,0.07154981183707634,0.6895833333333334,0.06002025121203304
Descriptor_A1FlatFull,Descriptor_A1FlatFull-LR,5,988.0,0.48,0.16837458240482736,0.6160493827160495,0.04709192869817444,0.6149621212121212,0.04267330628744203,0.6422979797979798,0.05020944107601679,0.5568959430675768,0.06805317612828737,0.5605205463728191,0.05864477774079834,0.23020323206358023,0.08223879203978281,0.5299235104863108,0.048737876681615194,0.6090909090909091,0.11901416294942718,0.6208333333333333,0.117989156163701
Descriptor,Descriptor-CatBoost,5,82.0,0.49399999999999994,0.20206434618705002,0.617283950617284,0.06048122821686859,0.6060606060606061,0.03281595017717392,0.6753472222222222,0.026204010731065378,0.5583808157251807,0.02435158611109721,0.5226446820669303,0.0859391876023102,0.2293636627801229,0.05577345354243461,0.5602385563584618,0.07288359898381042,0.5454545454545455,0.21454245846221662,0.6666666666666667,0.23558714328955502
PhysChemOnly,PhysChemOnly-CatBoost,5,22.0,0.426,0.1225969004502153,0.5938271604938272,0.024845199749997656,0.6066287878787879,0.018693359314192193,0.637215909090909,0.027030679620795778,0.49663506402356605,0.02784880845884092,0.5666960356978507,0.06388356915768809,0.22287741199401895,0.04136316572427579,0.5061113708378786,0.022662019252922938,0.6757575757575757,0.190029237516523,0.5374999999999999,0.1654578559130189
Descriptor_A1FlatFull,Descriptor_A1FlatFull-SVC,5,988.0,0.4119999999999999,0.1530359434904101,0.5888888888888889,0.06135690686315642,0.5929924242424243,0.03504043807196885,0.6905776515151514,0.04713083921281095,0.5954975139556412,0.03677409676219562,0.5205542241934099,0.11776502274877401,0.21991359950313574,0.08340858106510907,0.5502443199502023,0.12628484735731307,0.6151515151515152,0.2979883580348975,0.5708333333333333,0.2907724387061317
Descriptor,Descriptor-MLP,5,82.0,0.4739999999999999,0.20815859338494772,0.6148148148148147,0.07741931898821305,0.5973484848484849,0.05017442780004555,0.6678661616161616,0.02245009545233712,0.5775500157537341,0.026127559487926038,0.49136897692648346,0.1282786120465334,0.21918920536538994,0.09523670455419574,0.5660221260221261,0.09189985044318394,0.503030303030303,0.26295628060505016,0.6916666666666667,0.2828465487484139
SeqOnly,SeqOnly-SVC,5,130.0,0.40199999999999997,0.12070625501605126,0.5876543209876544,0.0620976609380706,0.597159090909091,0.02757088896727525,0.680776515151515,0.02659385490579802,0.5992352895571134,0.02975959306285797,0.5425409982174688,0.10004064205123431,0.2166023682766567,0.04630774527110112,0.5373604007932367,0.11190093326470237,0.6484848484848484,0.2455761015882002,0.5458333333333333,0.26440692938263843
Descriptor,Descriptor-RF,5,82.0,0.48,0.12227019260637484,0.611111111111111,0.04801342341390136,0.5984848484848484,0.03674620704519649,0.6703914141414141,0.029362127034205304,0.5436220556982349,0.030478858934656867,0.5068863719400805,0.0980067546896186,0.2152129918604036,0.07519157538194284,0.5463458848606486,0.0651323004211292,0.5303030303030303,0.23932680301411083,0.6666666666666667,0.22023306783193722
