seed,ablation_mode,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,n_channels
62,no_pairwise,1,0.6572955236548469,0.3323795398076375,1.0849093198776245,0.8175148963928223,0.1929156934348462,18
62,no_pairwise,2,0.3366634001334508,0.3156707286834717,1.0053088665008545,0.7374417781829834,0.4321794434549371,18
62,no_pairwise,3,0.3107614041793914,0.377023845911026,1.1037427186965942,0.8812637329101562,0.4190746135635258,18
62,no_pairwise,4,0.29921099685487296,0.3371938169002533,1.090574026107788,0.8097675442695618,0.3442073677619925,18
62,no_pairwise,5,0.2972150572708675,0.3065462311108907,0.9924794435501099,0.7454593181610107,0.4100639494859868,18
62,no_pairwise,6,0.2774547054654076,0.322660893201828,1.070399522781372,0.7975397109985352,0.3554575755325898,18
62,no_pairwise,7,0.27385806789000827,0.33550647894541424,1.0931663513183594,0.8327328562736511,0.29822673631389024,18
62,no_pairwise,8,0.2492781409195491,0.3490918179353078,1.0410650968551636,0.8326296210289001,0.4178848559765887,18
62,no_pairwise,9,0.2552142682529631,0.3140240212281545,1.0650056600570679,0.8007561564445496,0.2912806515783892,18
62,no_pairwise,10,0.2609478008179438,0.3158640166123708,1.04534912109375,0.7931796908378601,0.3800225704158226,18
62,no_pairwise,11,0.2596918372880845,0.3010349174340566,1.0511066913604736,0.7741917371749878,0.3816497388803102,18
62,no_pairwise,12,0.24071389081932248,0.3361939291159312,1.0824576616287231,0.8245969414710999,0.3226867525865108,18
62,no_pairwise,13,0.2370792684100923,0.3449101249376933,1.099307656288147,0.8547398447990417,0.2855943101702335,18
62,no_pairwise,14,0.22973009695609412,0.356453796227773,1.1149412393569946,0.8595666885375977,0.3523257136493287,18
62,no_pairwise,15,0.22611746333894275,0.3506765862305959,1.0876160860061646,0.8617760539054871,0.27710853914575495,18
