feature,score,pvalue,selected
pair_hydrophobicity_sum__r0__c1,9.215160250483116,0.0027098326460523793,True
pair_hydrophobicity_sum__r1__c0,9.215160250483116,0.0027098326460523793,True
pair_both_hydrophobic_flag__r1__c2,8.137506834335715,0.004777996795414092,True
pair_both_hydrophobic_flag__r2__c1,8.137506834335715,0.004777996795414092,True
pair_hydrophobicity_sum__r1__c2,8.128881712264855,0.004799898699553077,True
pair_hydrophobicity_sum__r2__c1,8.128881712264855,0.004799898699553077,True
pair_hydrophobicity_abs_diff__r0__c1,8.017763214359762,0.0050914703837119405,True
pair_hydrophobicity_abs_diff__r1__c0,8.017763214359762,0.0050914703837119405,True
diag_aromaticity__r1__c1,7.743938414289173,0.005890301580896113,True
diag_aromatic_residue_flag__r1__c1,7.743938414289173,0.005890301580896113,True
residue_id_1,6.604375596497553,0.010878858983138345,True
pair_aromatic_pair_flag__r0__c1,5.634267631103079,0.01853198443440765,True
pair_aromatic_pair_flag__r1__c0,5.634267631103079,0.01853198443440765,True
pair_aromatic_pair_flag__r1__c2,5.634267631103072,0.01853198443440765,True
pair_aromatic_pair_flag__r2__c1,5.634267631103072,0.01853198443440765,True
pair_aromatic_pair_flag__r0__c2,5.634267631103065,0.018531984434408167,True
pair_aromatic_pair_flag__r2__c0,5.634267631103065,0.018531984434408167,True
diag_charge__r1__c1,5.625937608229404,0.018617839020410816,True
pair_donor_acceptor_compatibility__r0__c2,4.749042756860251,0.030448889139230172,True
pair_donor_acceptor_compatibility__r2__c0,4.749042756860251,0.030448889139230172,True
diag_hbond_donor__r0__c0,3.8204133967743776,0.05198483917938022,True
pair_polarity_abs_diff__r0__c1,3.153893537050389,0.07722222702886328,True
pair_polarity_abs_diff__r1__c0,3.153893537050389,0.07722222702886328,True
diag_pro_flag__r0__c0,2.906283336889272,0.08974257994506735,True
diag_hbond_acceptor__r0__c0,2.7114971346704895,0.10115211450462207,True
pair_volume_abs_diff__r0__c2,2.596955127183974,0.10860031033771565,True
pair_volume_abs_diff__r2__c0,2.596955127183974,0.10860031033771565,True
pair_charge_product__r1__c2,1.8248031496063049,0.17822451779940782,True
pair_charge_product__r2__c1,1.8248031496063049,0.17822451779940782,True
pair_charge_signed_diff__r0__c1,1.3320428472602632,0.24977931009477497,True
pair_charge_signed_diff__r1__c0,1.3320428472602632,0.24977931009477497,True
pair_donor_acceptor_compatibility__r1__c2,1.2523110932475885,0.2644147001218809,True
pair_donor_acceptor_compatibility__r2__c1,1.2523110932475885,0.2644147001218809,True
pair_hydrophobicity_signed_diff__r1__c2,1.2341162426074272,0.26790296792051493,True
pair_hydrophobicity_signed_diff__r2__c1,1.2341162426074272,0.26790296792051493,True
pair_charge_product__r0__c2,1.2070312500000033,0.27320326550409774,True
pair_charge_product__r2__c0,1.2070312500000033,0.27320326550409774,True
diag_branched_chain_flag__r2__c2,1.111206510377784,0.29305464125395364,True
diag_polarity__r1__c1,1.0908686166992552,0.29750289660534923,True
diag_hydrophobicity__r1__c1,1.058043497903498,0.3048680734360962,True
diag_charge__r0__c0,0.9327233060737672,0.3352886885834535,True
residue_id_0,0.8986342077716358,0.3442589061561543,True
diag_pro_flag__r2__c2,0.7674280705372832,0.38203422979509505,True
diag_charge__r2__c2,0.766211778396461,0.38241098892051995,True
pair_charge_signed_diff__r0__c2,0.61957308521263,0.43211062784462706,True
pair_charge_signed_diff__r2__c0,0.61957308521263,0.43211062784462706,True
diag_hbond_acceptor__r1__c1,0.5786516853932585,0.44771112034314475,True
diag_polarity__r2__c2,0.35628250795511357,0.5512335621732836,True
pair_residue_class_compatibility__r1__c2,0.34171183558921053,0.5594824346025333,True
pair_residue_class_compatibility__r2__c1,0.34171183558921053,0.5594824346025333,True
pair_donor_acceptor_compatibility__r0__c1,0.23240072202165996,0.6302612097396646,True
pair_donor_acceptor_compatibility__r1__c0,0.23240072202165996,0.6302612097396646,True
pair_charge_product__r0__c1,0.1985861182519273,0.6563324928856313,True
pair_charge_product__r1__c0,0.1985861182519273,0.6563324928856313,True
diag_branched_chain_flag__r1__c1,0.18387992594551755,0.6685079545674751,True
diag_pro_flag__r1__c1,0.1446629213483148,0.7040806326132891,True
pair_residue_class_compatibility__r0__c1,0.14300990297886343,0.7056963072239684,True
pair_residue_class_compatibility__r1__c0,0.14300990297886343,0.7056963072239684,True
pair_substitution_similarity_proxy__r0__c1,0.05992237948384734,0.8068623295097406,True
pair_substitution_similarity_proxy__r1__c0,0.05992237948384734,0.8068623295097406,True
pair_substitution_similarity_proxy__r1__c2,0.0481833470470579,0.8264724357909317,True
pair_substitution_similarity_proxy__r2__c1,0.0481833470470579,0.8264724357909317,True
diag_gly_flag__r2__c2,0.022333044232438006,0.8813507261996818,True
diag_aromaticity__r0__c0,0.021404821280133064,0.883824584152235,True
diag_aromatic_residue_flag__r0__c0,0.021404821280133064,0.883824584152235,True
pair_polarity_abs_diff__r0__c2,0.020372595041905077,0.8866408783351961,True
pair_polarity_abs_diff__r2__c0,0.020372595041905077,0.8866408783351961,True
heur_c_terminal_favorable_flag__r0__c1,0.0021706145157211866,0.9628852529457546,True
heur_c_terminal_favorable_flag__r1__c0,0.0021706145157211866,0.9628852529457546,True
