feature,score,pvalue,selected
pair_both_hydrophobic_flag__r0__c2,63.23707615341842,1.193815064946891e-13,True
pair_both_hydrophobic_flag__r2__c0,63.23707615341842,1.193815064946891e-13,True
diag_aromaticity__r2__c2,58.600676378772036,7.348922865310006e-13,True
diag_aromatic_residue_flag__r2__c2,58.600676378772036,7.348922865310006e-13,True
pair_hydrophobicity_sum__r0__c2,38.04127186738109,3.6060546548799063e-09,True
pair_hydrophobicity_sum__r2__c0,38.04127186738109,3.6060546548799063e-09,True
heur_c_terminal_favorable_flag__r0__c2,37.10245805810484,5.417285003587521e-09,True
heur_c_terminal_favorable_flag__r1__c2,37.10245805810484,5.417285003587521e-09,True
heur_c_terminal_favorable_flag__r2__c0,37.10245805810484,5.417285003587521e-09,True
heur_c_terminal_favorable_flag__r2__c1,37.10245805810484,5.417285003587521e-09,True
pair_both_bulky_flag__r0__c2,34.568357115310434,1.6400355252394522e-08,True
pair_both_bulky_flag__r2__c0,34.568357115310434,1.6400355252394522e-08,True
heur_terminal_hydrophobic_pattern_flag__r1__c2,32.43176254589968,4.218057281232462e-08,True
heur_terminal_hydrophobic_pattern_flag__r2__c1,32.43176254589968,4.218057281232462e-08,True
pair_both_bulky_flag__r0__c1,31.617597329402617,6.061770777835185e-08,True
pair_both_bulky_flag__r1__c0,31.617597329402617,6.061770777835185e-08,True
heur_n_terminal_favorable_flag__r0__c2,30.466925549009176,1.0145940189416826e-07,True
heur_n_terminal_favorable_flag__r2__c0,30.466925549009176,1.0145940189416826e-07,True
diag_volume__r2__c2,29.563305766762852,1.523664442867626e-07,True
diag_hydrophobicity__r0__c0,28.75019567472303,2.2004520140556567e-07,True
diag_branched_chain_flag__r0__c0,28.148447606726997,2.891241668936015e-07,True
residue_id_2,26.86151727153471,5.199465424468532e-07,True
diag_polarity__r0__c0,25.794141544902995,8.486209788390285e-07,True
heur_terminal_hydrophobic_pattern_flag__r0__c2,25.777037274689437,8.553292690471385e-07,True
heur_terminal_hydrophobic_pattern_flag__r2__c0,25.777037274689437,8.553292690471385e-07,True
heur_n_terminal_favorable_flag__r0__c1,23.963381057268666,1.979748557599706e-06,True
heur_n_terminal_favorable_flag__r1__c0,23.963381057268666,1.979748557599706e-06,True
pair_hydrophobicity_signed_diff__r0__c2,23.90768117097968,2.031718922115168e-06,True
pair_hydrophobicity_signed_diff__r2__c0,23.90768117097968,2.031718922115168e-06,True
pair_residue_class_compatibility__r0__c2,22.989114523614383,3.118745422776341e-06,True
pair_residue_class_compatibility__r2__c0,22.989114523614383,3.118745422776341e-06,True
diag_volume__r1__c1,21.81046588006051,5.423591526693507e-06,True
heur_terminal_hydrophobic_pattern_flag__r0__c1,19.823521576984515,1.3911227687136012e-05,True
heur_terminal_hydrophobic_pattern_flag__r1__c0,19.823521576984515,1.3911227687136012e-05,True
pair_hydrophobicity_signed_diff__r0__c1,19.441137409911086,1.6698926567525436e-05,True
pair_hydrophobicity_signed_diff__r1__c0,19.441137409911086,1.6698926567525436e-05,True
diag_volume__r0__c0,18.715301728262048,2.3648818595582525e-05,True
diag_is_c_terminal__r2__c2,18.24209601873538,2.969814900037405e-05,True
diag_is_internal__r1__c1,18.24209601873538,2.969814900037405e-05,True
diag_valid_flag__r2__c2,18.24209601873538,2.969814900037405e-05,True
pair_terminal_interaction_flag__r0__c2,18.24209601873538,2.969814900037405e-05,True
pair_terminal_interaction_flag__r1__c2,18.24209601873538,2.969814900037405e-05,True
pair_terminal_interaction_flag__r2__c0,18.24209601873538,2.969814900037405e-05,True
pair_terminal_interaction_flag__r2__c1,18.24209601873538,2.969814900037405e-05,True
pair_end_to_end_flag__r0__c2,18.24209601873538,2.969814900037405e-05,True
pair_end_to_end_flag__r2__c0,18.24209601873538,2.969814900037405e-05,True
pair_end_to_internal_flag__r0__c1,18.24209601873538,2.969814900037405e-05,True
pair_end_to_internal_flag__r1__c0,18.24209601873538,2.969814900037405e-05,True
pair_end_to_internal_flag__r1__c2,18.24209601873538,2.969814900037405e-05,True
pair_end_to_internal_flag__r2__c1,18.24209601873538,2.969814900037405e-05,True
pair_forward_order_flag__r0__c2,18.24209601873538,2.969814900037405e-05,True
pair_forward_order_flag__r1__c2,18.24209601873538,2.969814900037405e-05,True
pair_reverse_order_flag__r2__c0,18.24209601873538,2.969814900037405e-05,True
pair_reverse_order_flag__r2__c1,18.24209601873538,2.969814900037405e-05,True
diag_is_c_terminal__r1__c1,18.242096018735378,2.969814900037405e-05,True
pair_end_to_end_flag__r0__c1,18.242096018735378,2.969814900037405e-05,True
pair_end_to_end_flag__r1__c0,18.242096018735378,2.969814900037405e-05,True
seq_length,18.24209601873537,2.969814900037405e-05,True
pair_substitution_similarity_proxy__r0__c2,17.14279238722495,5.0557086531553973e-05,True
pair_substitution_similarity_proxy__r2__c0,17.14279238722495,5.0557086531553973e-05,True
pair_both_bulky_flag__r1__c2,16.888704642996434,5.720613992543378e-05,True
pair_both_bulky_flag__r2__c1,16.888704642996434,5.720613992543378e-05,True
pair_charge_signed_diff__r1__c2,15.385685422441318,0.00011937935798417149,True
pair_charge_signed_diff__r2__c1,15.385685422441318,0.00011937935798417149,True
diag_hbond_acceptor__r2__c2,15.298899755501225,0.00012459144989894073,True
pair_volume_abs_diff__r1__c2,14.4782321641399,0.00018690373476147102,True
pair_volume_abs_diff__r2__c1,14.4782321641399,0.00018690373476147102,True
diag_gly_flag__r1__c1,13.222972972973007,0.0003494081747957659,True
diag_gly_flag__r0__c0,12.753327565553024,0.0004423402819008001,True
diag_hbond_donor__r2__c2,12.224619911721442,0.0005775469863438852,True
pair_volume_abs_diff__r0__c1,11.245841016021034,0.0009496823310270475,True
pair_volume_abs_diff__r1__c0,11.245841016021034,0.0009496823310270475,True
pair_hydrophobicity_abs_diff__r0__c2,11.090185471161425,0.0010283085724418033,True
pair_hydrophobicity_abs_diff__r2__c0,11.090185471161425,0.0010283085724418033,True
diag_hydrophobicity__r2__c2,10.401409090941295,0.0014644374120991186,True
diag_hbond_donor__r1__c1,9.9356740400668,0.0018627722113368362,True
pair_hydrophobicity_abs_diff__r1__c2,9.607277012123378,0.0022089040706001688,True
pair_hydrophobicity_abs_diff__r2__c1,9.607277012123378,0.0022089040706001688,True
pair_both_hydrophobic_flag__r0__c1,9.490683871729786,0.0023470691439435505,True
pair_both_hydrophobic_flag__r1__c0,9.490683871729786,0.0023470691439435505,True
pair_polarity_abs_diff__r1__c2,9.461979268998316,0.002382421654881334,True
pair_polarity_abs_diff__r2__c1,9.461979268998316,0.002382421654881334,True
