variant,input_dim,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std,test_spearman_mean,test_spearman_std,val_rmse_mean,val_rmse_std,best_epoch_mean
A1FlatMLP-wide,906,1.0895272095998128,0.05028026658193435,0.8563616673151652,0.04150651371749428,0.4759741707524534,0.06392520315393678,1.1190465291341145,0.1098027710865324,3.3333333333333335
A1FlatMLP-small,906,1.1052411794662476,0.06111406347604317,0.8681174516677856,0.06158598757650607,0.47714067231415996,0.08701225472384679,1.1238601605097454,0.10045758450972278,7.333333333333333
A1FlatMLP-tiny,906,1.1321264505386353,0.10408285032229148,0.8811733722686768,0.1062350269104066,0.4461950884621877,0.10150162030050686,1.1319599151611328,0.08499669205068605,14.333333333333334
