seed,variant,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman
52,DiagAllPairResidualGate,1,43.46063223339262,15.633665164311727,1.8141154050827026,1.5826694965362549,0.1699428741458971
52,DiagAllPairResidualGate,2,13.7335783186413,9.36438798904419,1.3204282522201538,1.027822494506836,0.42316877937739805
52,DiagAllPairResidualGate,3,11.96815672374907,8.872298876444498,1.1678416728973389,0.985443115234375,0.40546238705415616
52,DiagAllPairResidualGate,4,10.87912704831078,8.830291549364725,1.157466173171997,0.9824342727661133,0.3709419205978754
52,DiagAllPairResidualGate,5,10.672392254783993,8.541984637578329,1.149214506149292,0.9485514760017395,0.36719768348604365
52,DiagAllPairResidualGate,6,10.42833675657,8.420753916104635,1.129191517829895,0.941102147102356,0.32923041931466546
52,DiagAllPairResidualGate,7,10.430929206666493,8.253806074460348,1.1301673650741577,0.9257327318191528,0.30424550998898425
52,DiagAllPairResidualGate,8,9.952516714731852,8.114423274993896,1.1368416547775269,0.9173940420150757,0.2999063940836839
52,DiagAllPairResidualGate,9,9.57542205992199,8.320727467536926,1.1521040201187134,0.9348583817481995,0.30856712945918263
52,DiagAllPairResidualGate,10,9.753002507346016,8.317003468672434,1.1633028984069824,0.9351101517677307,0.3131336990208092
52,DiagAllPairResidualGate,11,9.494376636686779,8.184888164202372,1.1446294784545898,0.9209049940109253,0.3420728026795463
52,DiagAllPairResidualGate,12,9.372565087817964,8.002374470233917,1.1463532447814941,0.904636025428772,0.3409355343979152
52,DiagAllPairResidualGate,13,9.524731091090612,8.391177415847778,1.1715102195739746,0.9402438402175903,0.3547227252583051
52,DiagAllPairResidualGate,14,9.59412245523362,8.281030098597208,1.1661975383758545,0.9323782920837402,0.36571048650237215
52,DiagAllPairResidualGate,15,9.192755086081368,8.156412343184153,1.1604059934616089,0.9212735891342163,0.36301603549666145
52,DiagAllPairResidualGate,16,9.126681940896171,8.105726877848307,1.169421911239624,0.917346179485321,0.35353296767136794
