split_seed,run_seed,variant,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,selection_score
42,3,DiagTokenLenHead,1,42.236667814708895,13.62041155497233,1.7007052898406982,1.3928800821304321,0.392990866841131,1.7007052898406982
42,3,DiagTokenLenHead,2,12.844758851187569,10.639012177785238,1.3253833055496216,1.1489322185516357,0.30652272811494474,1.3253833055496216
42,3,DiagTokenLenHead,3,10.710740384601412,9.48203182220459,1.2356455326080322,1.046842098236084,0.4148266088747774,1.2356455326080322
42,3,DiagTokenLenHead,4,10.481345926012311,9.23199717203776,1.2340327501296997,1.0169281959533691,0.42691675129885565,1.2340327501296997
42,3,DiagTokenLenHead,5,10.211948917025612,9.619852224985758,1.2764431238174438,1.0571026802062988,0.4101550198339251,1.2764431238174438
42,3,DiagTokenLenHead,6,10.51565628960019,9.434922774632772,1.2547155618667603,1.0388264656066895,0.45359904825503405,1.2547155618667603
42,3,DiagTokenLenHead,7,10.105487414768763,9.248881181081137,1.2465351819992065,1.0269978046417236,0.49217902516544293,1.2465351819992065
42,3,DiagTokenLenHead,8,9.852314676557269,9.548775831858316,1.2662413120269775,1.0533273220062256,0.45503376848480886,1.2662413120269775
42,3,DiagTokenLenHead,9,9.836096354893275,9.25489075978597,1.2425190210342407,1.0130383968353271,0.45508625824931287,1.2425190210342407
42,3,DiagTokenLenHead,10,9.710955665225075,9.937314430872599,1.30460786819458,1.0784356594085693,0.33955628657610204,1.30460786819458
42,3,DiagTokenLenHead,11,9.278653326488676,10.141486008961996,1.3220453262329102,1.099665880203247,0.20457010886009097,1.3220453262329102
42,3,DiagTokenLenHead,12,9.50145993913923,9.443577210108439,1.2585796117782593,1.0422078371047974,0.42488714707136926,1.2585796117782593
42,3,DiagTokenLenHead,13,9.647324039822532,9.431699991226196,1.2538554668426514,1.0290175676345825,0.45023970332678076,1.2538554668426514
42,3,DiagTokenLenHead,14,9.535925002325149,9.254836718241373,1.2536139488220215,1.0190626382827759,0.45132449179319584,1.2536139488220215
