model,feature_set,n_seeds,n_features_mean,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
ESM2-MLP,ESM2,5,320.0,0.38199999999999995,0.20765355763867854,0.5469135802469135,0.07984228471360506,0.5556818181818183,0.032068943881480655,0.5965277777777778,0.04104727997820403,0.5060042442297374,0.055872591482683635,0.49978677263105953,0.0842690224171602,0.14180922275076982,0.07487052932297482,0.48400470822318276,0.07830025140698432,0.6030303030303031,0.29348606091644247,0.5083333333333334,0.3290248903536361
ESM2-LR,ESM2,5,320.0,0.39,0.32596012026013244,0.5444444444444445,0.05697768276155225,0.5597537878787879,0.019669292362483787,0.6169191919191919,0.04281692531683455,0.5203617573809831,0.048172963254819096,0.5239459292459647,0.05707505701144766,0.1320189249561876,0.03996681889980117,0.46883067164201686,0.038314457078457646,0.6424242424242423,0.2248864625282422,0.4770833333333333,0.24687719759922025
ESM2-CatBoost,ESM2,5,320.0,0.364,0.23479778533878892,0.5407407407407407,0.05193996041472257,0.556155303030303,0.020923530642008983,0.616635101010101,0.02198151957160883,0.5431400442956094,0.030442826891941187,0.5014357375794469,0.13803433677643498,0.13199517557089893,0.03507716966943989,0.4767739067139797,0.059443286174016244,0.6393939393939394,0.2869602571165056,0.4729166666666667,0.2781074432660874
ESM2-SVC,ESM2,5,320.0,0.3559999999999999,0.12280065146406999,0.5308641975308642,0.0680413817439772,0.553030303030303,0.034033318885528845,0.6208175505050505,0.034375873189464376,0.5273301670495558,0.02068583136584263,0.502796772856856,0.15906825851951717,0.13053478681333913,0.05050314646885567,0.4725727443093997,0.05775947133471151,0.6727272727272728,0.3179291926412499,0.4333333333333333,0.3185695295204626
ESM2-RF,ESM2,5,320.0,0.37799999999999995,0.18074844397670478,0.5246913580246914,0.06705420056296431,0.5459280303030304,0.02945707510434355,0.623263888888889,0.02970884235855602,0.5465961712852223,0.022998404278511554,0.4859982268284078,0.1839835069926537,0.11959442860054899,0.04462877834911211,0.47601383062813635,0.07417946296401068,0.6606060606060605,0.33805200071623015,0.43125,0.33451937433511314
