epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman
1,0.6850096342109498,0.3861258327960968,1.2964526414871216,0.9958149790763855,0.29429003841593626
2,0.3283985264244534,0.30126258730888367,1.0053250789642334,0.7533835768699646,0.31822516163549636
3,0.2980360005583082,0.31997187932332355,1.0472018718719482,0.7939518690109253,0.34719925816443753
4,0.2843662755829947,0.30183693766593933,1.058107614517212,0.768160879611969,0.3608814704142153
5,0.2876499068169367,0.29461472233136493,0.9849423170089722,0.7298229932785034,0.370469516850121
6,0.28575286198230015,0.34064991275469464,1.109581470489502,0.837493360042572,0.3154957177595816
7,0.25976398090521496,0.3174607853094737,1.052907943725586,0.7757546305656433,0.30232090212776236
8,0.25844226280848187,0.3337154984474182,1.1111146211624146,0.8338412642478943,0.3085496330240806
9,0.2584738617851621,0.3315039376417796,1.1470762491226196,0.8658795952796936,0.3010786552355191
10,0.2479474480663027,0.33234818776448566,1.1302064657211304,0.8636389970779419,0.3336570173954759
11,0.2515459351596378,0.3202476004759471,1.1260199546813965,0.8448246121406555,0.32476882836365095
12,0.23263055582841238,0.3243534068266551,1.0731465816497803,0.8363981246948242,0.3113315662053014
13,0.2106036284849757,0.35220301151275635,1.2203823328018188,0.9520591497421265,0.2928378343024688
14,0.2173661213545572,0.36272470156351727,1.1682437658309937,0.9090809226036072,0.28489445276615283
15,0.2061799413391522,0.32326436042785645,1.124525785446167,0.85221266746521,0.3155307106297856
