seed,ablation_mode,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,n_channels
52,pair_only,1,0.8017025802816663,0.3875309427579244,1.3228240013122559,1.0249048471450806,0.10294902414027164,18
52,pair_only,2,0.35982455880869,0.41711514194806415,1.3361971378326416,1.1541566848754883,0.11708614370270186,18
52,pair_only,3,0.29792838862964083,0.3331567148367564,1.2493754625320435,1.0177265405654907,0.21998267853766748,18
52,pair_only,4,0.30333491166432697,0.31022820870081586,1.2098138332366943,0.9798205494880676,0.22363943347398912,18
52,pair_only,5,0.29324589385872796,0.3519427428642909,1.2525299787521362,1.0477977991104126,0.2817275980126876,18
52,pair_only,6,0.2864845622153509,0.28429324676593143,1.1639732122421265,0.9420506358146667,0.27290939472127074,18
52,pair_only,7,0.27289436260859173,0.37492374579111737,1.2905755043029785,1.0941535234451294,0.31672046821672284,18
52,pair_only,8,0.2677239832423982,0.2715428943435351,1.1536540985107422,0.899080753326416,0.3324322669383346,18
52,pair_only,9,0.26425253848234814,0.3311782677968343,1.2886269092559814,1.0344533920288086,0.3444173249832167,18
52,pair_only,10,0.2625232424054827,0.2950789233048757,1.2068954706192017,0.9566023945808411,0.3703295453693048,18
52,pair_only,11,0.23392001326595033,0.3097414473692576,1.2804365158081055,0.9964004755020142,0.3452046645628075,18
52,pair_only,12,0.22959360160997935,0.2801564981540044,1.16952645778656,0.9419732093811035,0.4114986571643522,18
52,pair_only,13,0.23084051268441336,0.31669341027736664,1.241189956665039,0.9943367838859558,0.38628629418234484,18
52,pair_only,14,0.21891066431999207,0.34125782549381256,1.2637848854064941,1.0497320890426636,0.3766457584411331,18
52,pair_only,15,0.20818052760192327,0.40826883912086487,1.4000167846679688,1.1637794971466064,0.384431672061531,18
52,pair_only,16,0.20361351328236715,0.25577086706956226,1.1584372520446777,0.8824297189712524,0.44407701932430904,18
52,pair_only,17,0.18257744007167362,0.27166470388571423,1.1530476808547974,0.9059772491455078,0.42773534893902454,18
52,pair_only,18,0.194810817639033,0.30226309100786847,1.2261998653411865,0.9851992726325989,0.37326894646644376,18
52,pair_only,19,0.1646441515712511,0.28682471066713333,1.1891802549362183,0.9280641674995422,0.38607633696112065,18
52,pair_only,20,0.15583321274746031,0.30536264677842456,1.256385087966919,1.0040175914764404,0.3816847317505142,18
52,pair_only,21,0.1481583487419855,0.2898457547028859,1.167409062385559,0.9217333197593689,0.4483811423594053,18
52,pair_only,22,0.1508384251168796,0.29598315556844074,1.201228141784668,0.9613218307495117,0.3641008144729866,18
52,pair_only,23,0.13528075707810266,0.30971937378247577,1.1960872411727905,0.9491397142410278,0.4025579788272213,18
52,pair_only,24,0.1457442974760419,0.2872619926929474,1.169930338859558,0.9305505752563477,0.4364135807496254,18
52,pair_only,25,0.12234000400418327,0.31644225617249805,1.2413334846496582,0.9833501577377319,0.3614063634672758,18
52,pair_only,26,0.12066657823466119,0.30895168085892993,1.2141530513763428,0.9811238050460815,0.39643422654151506,18
52,pair_only,27,0.11421233947787966,0.3169088164965312,1.24371337890625,0.9961530566215515,0.3927774716051934,18
