seed,lite_mode,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,n_channels
62,diag_core_pair_lite,1,0.8045190288907006,0.3354315261046092,1.0439658164978027,0.8312674760818481,0.23838892826498997,23
62,diag_core_pair_lite,2,0.34347039461135864,0.3258850524822871,1.0264703035354614,0.7811871767044067,0.3065375429873486,23
62,diag_core_pair_lite,3,0.31724084204151515,0.3382376581430435,1.087717056274414,0.7929335832595825,0.3151107961873372,23
62,diag_core_pair_lite,4,0.3118001953476951,0.33015885949134827,1.0513917207717896,0.7958200573921204,0.30700994673510307,23
62,diag_core_pair_lite,5,0.273631934608732,0.3086481789747874,1.0562318563461304,0.7653294801712036,0.3341469175783324,23
62,diag_core_pair_lite,6,0.28320709864298504,0.3186088502407074,1.0567857027053833,0.788152813911438,0.3060301463693901,23
62,diag_core_pair_lite,7,0.28334355709098635,0.3114960690339406,1.056233525276184,0.7751768827438354,0.29784181474164584,23
62,diag_core_pair_lite,8,0.25696433654853273,0.32917975385983783,1.0859119892120361,0.8297554850578308,0.29070326922002265,23
62,diag_core_pair_lite,9,0.24738354271366483,0.3494447370370229,1.145395278930664,0.8771096467971802,0.24299049069682063,23
62,diag_core_pair_lite,10,0.25341368998800007,0.33272738258043927,1.0993871688842773,0.850516676902771,0.21515366244951062,23
62,diag_core_pair_lite,11,0.23415721101420267,0.3105989694595337,1.0622438192367554,0.7825584411621094,0.31211890578489226,23
62,diag_core_pair_lite,12,0.23037061237153553,0.34864083925882977,1.184192419052124,0.902116060256958,0.17457942944793173,23
