model,split,rmse,mae,spearman,params
MeanPredictor,val,1.046811750099829,0.8273581428562722,0.0,"{""mean_value"": 4.070099444740661}"
MeanPredictor,test,1.1632771185479185,0.9477667464887392,0.0,"{""mean_value"": 4.070099444740661}"
Ridge,val,1.0614395272696633,0.811289623740933,0.2634788162012832,"{""alpha"": 1.0}"
Ridge,test,1.0960783013327906,0.8841856791046366,0.32531690983760375,"{""alpha"": 1.0}"
SVR,val,1.0621570988946916,0.7906400462278883,0.34978873055953613,"{""C"": 2.0, ""epsilon"": 0.1, ""kernel"": ""rbf""}"
SVR,test,1.1007040223623168,0.8929006617866954,0.3042158399046101,"{""C"": 2.0, ""epsilon"": 0.1, ""kernel"": ""rbf""}"
CatBoost,val,0.9722274909244759,0.7547811033798398,0.3901879992100948,"{""depth"": 6, ""learning_rate"": 0.05, ""iterations"": 300}"
CatBoost,test,1.0604759010673415,0.8048833729935753,0.40093782546811646,"{""depth"": 6, ""learning_rate"": 0.05, ""iterations"": 300}"
