seed,lite_mode,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,n_channels
52,diag_lite,1,0.6100881440298898,0.3277248690525691,1.246209740638733,0.9739571809768677,0.45469735543123374,15
52,diag_lite,2,0.3322382760899408,0.2990485529104869,1.130988359451294,0.9267771244049072,0.44405952288920697,15
52,diag_lite,3,0.29557395194258007,0.27281292776266736,1.1114200353622437,0.8779361844062805,0.4370609488484,15
52,diag_lite,4,0.27743168884799596,0.2679239859183629,1.11945378780365,0.8811695575714111,0.42110420003535987,15
52,diag_lite,5,0.28092809447220396,0.2816191539168358,1.1647310256958008,0.9044272303581238,0.43657104866554347,15
52,diag_lite,6,0.27782035938331057,0.2894108792146047,1.124673843383789,0.9180678129196167,0.38696865515132356,15
52,diag_lite,7,0.2642309921128409,0.2654012565811475,1.147266149520874,0.8834434747695923,0.3937572719709064,15
52,diag_lite,8,0.25435386456194375,0.25380979602535564,1.1452537775039673,0.8678449392318726,0.3941421935431508,15
52,diag_lite,9,0.2571818161578405,0.28789525230725604,1.176787257194519,0.9480537176132202,0.33538916447057565,15
52,diag_lite,10,0.2545287332364491,0.2471167097489039,1.1260414123535156,0.8400560617446899,0.43202197553901894,15
52,diag_lite,11,0.2766509893394652,0.33175790806611377,1.2179890871047974,0.9961385726928711,0.38453665067214315,15
52,diag_lite,12,0.24112010995546976,0.30543779333432514,1.1807000637054443,0.9761469960212708,0.3493513196819857,15
52,diag_lite,13,0.23169065586158208,0.2819264754652977,1.1703637838363647,0.9154335260391235,0.4243935298345392,15
