seed,ablation_mode,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,n_channels
42,diag_only,1,0.6787868184702737,0.5222532947858175,1.4024124145507812,1.207252025604248,-0.11203065403961361,15
42,diag_only,2,0.3691781361897786,0.4980972409248352,1.4171055555343628,1.1657350063323975,0.4924939637524667,15
42,diag_only,3,0.32649435102939606,0.36268643538157147,1.1885017156600952,0.9814370274543762,0.4779018092203665,15
42,diag_only,4,0.29135605196158093,0.3542267183462779,1.190727710723877,0.9574056267738342,0.4689085629020217,15
42,diag_only,5,0.27640274663766223,0.37640636165936786,1.2233461141586304,0.9912076592445374,0.41381180676103413,15
42,diag_only,6,0.27941021748951506,0.3699517846107483,1.1955482959747314,0.9401131868362427,0.44600552899012824,15
42,diag_only,7,0.2508689058678491,0.3861855169137319,1.214621663093567,0.9653201699256897,0.4395492879561414,15
42,diag_only,8,0.24539729952812195,0.34768662850062054,1.163550853729248,0.9123997688293457,0.4684011618451501,15
42,diag_only,9,0.24448479782967342,0.3628336389859517,1.1874008178710938,0.9140323996543884,0.44789516051227063,15
42,diag_only,10,0.24208170033636547,0.37399285038312274,1.213600516319275,0.9312553405761719,0.4457605767557764,15
42,diag_only,11,0.2452259049529121,0.39569870630900067,1.270524501800537,0.9832006096839905,0.4270567240041995,15
42,diag_only,12,0.2350081510487057,0.3555646936098735,1.21523916721344,0.9581880569458008,0.40590334890910457,15
42,diag_only,13,0.22136722930840083,0.36242906252543133,1.1918928623199463,0.9329315423965454,0.4415264024191238,15
42,diag_only,14,0.20843684673309326,0.3690418203671773,1.227681040763855,0.9627271294593811,0.4137418204083622,15
42,diag_only,15,0.1982955861659277,0.3549441893895467,1.2146828174591064,0.9385669231414795,0.43718724855346325,15
42,diag_only,16,0.19045288967234747,0.3625193039576213,1.2325284481048584,0.9499895572662354,0.3874619449800474,15
42,diag_only,17,0.18968036486988976,0.367134431997935,1.2263140678405762,0.971865713596344,0.41816845721486257,15
42,diag_only,18,0.1959935398328872,0.3317963977654775,1.2208856344223022,0.9328625202178955,0.42933128046603763,15
