seed,lite_mode,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,n_channels
52,diag_core_pair_lite,1,0.7581801726704552,0.3120734343926112,1.1218615770339966,0.9363991618156433,0.3909578423545836,23
52,diag_core_pair_lite,2,0.341317260549182,0.35705288251241046,1.1851682662963867,1.0208911895751953,0.34749669756117185,23
52,diag_core_pair_lite,3,0.32202095360982985,0.2871181021134059,1.125446081161499,0.9097188711166382,0.34880893019382314,23
52,diag_core_pair_lite,4,0.2933692868266787,0.2686396266023318,1.1125175952911377,0.8923991322517395,0.37613836182317467,23
52,diag_core_pair_lite,5,0.2718208318664914,0.3204830934604009,1.2303038835525513,0.9825454950332642,0.37932271301174186,23
52,diag_core_pair_lite,6,0.28009255088510965,0.27407780041297275,1.1403722763061523,0.9125705361366272,0.3900830205994827,23
52,diag_core_pair_lite,7,0.26724002829619814,0.28756387035051983,1.1655654907226562,0.9281197786331177,0.39125528175131785,23
52,diag_core_pair_lite,8,0.2468012727442242,0.2959257811307907,1.1866620779037476,0.9477465152740479,0.3644682396101289,23
52,diag_core_pair_lite,9,0.24107844205129714,0.29157547404368717,1.2183929681777954,0.9534697532653809,0.4017181499423244,23
52,diag_core_pair_lite,10,0.2406219911007654,0.36710480352242786,1.3219741582870483,1.0823758840560913,0.39076538156846136,23
52,diag_core_pair_lite,11,0.235892035421871,0.3320989857117335,1.2657700777053833,1.0161011219024658,0.4114461678590462,23
52,diag_core_pair_lite,12,0.22152614522547948,0.30270414302746457,1.2251085042953491,0.9929935932159424,0.3613363777268677,23
52,diag_core_pair_lite,13,0.21396801940032414,0.27867478877305984,1.2450295686721802,0.9346290826797485,0.39657419802233124,23
52,diag_core_pair_lite,14,0.19141837386857896,0.27195612837870914,1.2285605669021606,0.9227280616760254,0.34445231785342073,23
