model,split,rmse,mae,spearman,params
A1Flat-Ridge,val,1.1775812420252478,0.8745593203138167,0.2383014460894799,"{""alpha"": 1.0}"
A1Flat-Ridge,test,1.0585435222718125,0.8192057935663687,0.4189419722019891,"{""alpha"": 1.0}"
A1Flat-SVR,val,1.0488175537089086,0.7673775442417086,0.3321173311064983,"{""C"": 2.0, ""epsilon"": 0.1, ""kernel"": ""rbf""}"
A1Flat-SVR,test,1.0186957595501778,0.7480769952911562,0.4468842679590295,"{""C"": 2.0, ""epsilon"": 0.1, ""kernel"": ""rbf""}"
A1Flat-CatBoost,val,1.0962082446013937,0.8222095528913727,0.24930670376864897,"{""depth"": 6, ""learning_rate"": 0.05, ""iterations"": 300}"
A1Flat-CatBoost,test,1.0138973052403952,0.76349326609275,0.40001049818250395,"{""depth"": 6, ""learning_rate"": 0.05, ""iterations"": 300}"
