seed,model,group_col,group_value,n,rmse,mae,spearman,bias_mean,abs_error_median
42,PhysChemOnly-SVR,activity_bin,medium_5_to_6,13,1.1405270867469888,1.0228754611262936,0.0385676394588736,-1.0228754611262936,1.0284426536760396
42,PhysChemOnly-SVR,activity_bin,strong_pIC50_ge_6,2,2.058169908471154,2.0199700088498482,-0.9999999999999999,-2.0199700088498482,2.0199700088498482
42,PhysChemOnly-SVR,activity_bin,weak_lt_5,55,1.0770677182371056,0.7931074920322203,0.401948051948052,0.3827053055461449,0.5159435919979387
42,SeqOnly-CatBoost,activity_bin,medium_5_to_6,13,1.22140828880291,1.135749707267743,0.00826449416975863,-1.135749707267743,1.1164151609045234
42,SeqOnly-CatBoost,activity_bin,strong_pIC50_ge_6,2,2.0108137432524744,1.996062585902569,-0.9999999999999999,-1.996062585902569,1.996062585902569
42,SeqOnly-CatBoost,activity_bin,weak_lt_5,55,1.1046781886279218,0.8549120952599006,0.25165945165945175,0.3812253613335189,0.6540186180625467
42,SeqOnly-SVR,activity_bin,medium_5_to_6,13,1.1484548140235278,0.9414681622259374,-0.11019325559678173,-0.9414681622259374,0.9238243479311334
42,SeqOnly-SVR,activity_bin,strong_pIC50_ge_6,2,2.3401874077967806,2.2224784363683034,-0.9999999999999999,-2.2224784363683034,2.2224784363683034
42,SeqOnly-SVR,activity_bin,weak_lt_5,55,1.08721718217867,0.8334255897517158,0.3764790764790765,0.4845327335626959,0.6926889012805999
52,A1-DiagCorePairLite,activity_bin,medium_5_to_6,13,0.9221919223129953,0.8891705304756473,0.4484185810227945,-0.8891705304756473,0.9184325639824067
52,A1-DiagCorePairLite,activity_bin,strong_pIC50_ge_6,4,2.0280699952027743,1.9884218876116506,0.316227766016838,-1.9884218876116506,2.0721019722565255
52,A1-DiagCorePairLite,activity_bin,weak_lt_5,53,1.0233881743988313,0.7427635986045352,0.3959521842480071,0.6231787977489681,0.45036935567249126
52,A1-DiagLite,activity_bin,medium_5_to_6,13,1.178025784263827,1.1134944227833399,0.31361790329201583,-1.1134944227833399,1.0624571452803373
52,A1-DiagLite,activity_bin,strong_pIC50_ge_6,4,2.1984887968999898,2.1340771876116507,0.316227766016838,-2.1340771876116507,2.2433160222565256
52,A1-DiagLite,activity_bin,weak_lt_5,53,0.900285777970736,0.6617277907198839,0.37615659088014525,0.3354484958621757,0.4515225252091257
52,A1FlatFull-SVR,activity_bin,medium_5_to_6,13,0.7949109201555116,0.7582010803003295,0.5116923685290784,-0.7582010803003295,0.8217346186170325
52,A1FlatFull-SVR,activity_bin,strong_pIC50_ge_6,4,1.815892902722377,1.7139861286483764,-0.21081851067789195,-1.7139861286483764,1.7559000969599916
52,A1FlatFull-SVR,activity_bin,weak_lt_5,53,1.01709279989078,0.714930701449117,0.34543512011372823,0.5233085213408989,0.3910306228724876
52,Descriptor-CatBoost,activity_bin,medium_5_to_6,13,1.044344118379848,0.9545805180740399,0.34112824568605227,-0.9545805180740399,0.8344835444549812
52,Descriptor-CatBoost,activity_bin,strong_pIC50_ge_6,4,1.821579413631468,1.527354243592109,-0.7378647873726218,-1.527354243592109,1.574530101231073
52,Descriptor-CatBoost,activity_bin,weak_lt_5,53,1.120400077657986,0.8114669561834328,0.03047956942179955,0.5722163340706018,0.5133314563204667
52,Descriptor-SVR,activity_bin,medium_5_to_6,13,1.1689876351898232,1.0651349309656308,0.15405791740660424,-1.0651349309656308,0.8854150874311939
52,Descriptor-SVR,activity_bin,strong_pIC50_ge_6,4,2.160372906727019,1.8954965997382738,-0.21081851067789195,-1.8954965997382738,2.0375850062025505
52,Descriptor-SVR,activity_bin,weak_lt_5,53,1.023700839958987,0.7944359642392963,0.3378555446490479,0.543509112228341,0.6403470910259883
52,MeanPredictor,activity_bin,medium_5_to_6,13,1.3296553706860752,1.3100146828853627,,-1.3100146828853627,1.2544367098586129
52,MeanPredictor,activity_bin,strong_pIC50_ge_6,4,2.449297435439311,2.427823355405981,0.0,-2.427823355405981,2.4458240207611066
52,MeanPredictor,activity_bin,weak_lt_5,53,1.1650068327290664,0.9126114562010285,0.0,0.7537535337282221,0.7278774808399078
52,PhysChemOnly-SVR,activity_bin,medium_5_to_6,13,1.1394980083932829,1.0477176645155162,0.1458048146883933,-1.0477176645155162,1.0214574094967972
52,PhysChemOnly-SVR,activity_bin,strong_pIC50_ge_6,4,2.1228373901836814,2.0229764257929705,-0.21081851067789195,-2.0229764257929705,2.014373327643848
52,PhysChemOnly-SVR,activity_bin,weak_lt_5,53,1.0682794297201472,0.7969389385692556,0.16965347635837633,0.491163456315832,0.6035118392083056
52,SeqOnly-CatBoost,activity_bin,medium_5_to_6,13,1.1532165685532751,1.103224974536295,0.2778544581797684,-1.103224974536295,1.161078476389581
52,SeqOnly-CatBoost,activity_bin,strong_pIC50_ge_6,4,1.848696034863449,1.6462012584986576,-0.21081851067789195,-1.6462012584986576,1.4878279805382264
52,SeqOnly-CatBoost,activity_bin,weak_lt_5,53,1.0397460955410034,0.7491534485322315,0.10466264843781962,0.49032143398064926,0.447639522247703
52,SeqOnly-SVR,activity_bin,medium_5_to_6,13,1.1212859012356133,1.006518794084543,0.09078412990032038,-1.006518794084543,0.8908768308216573
52,SeqOnly-SVR,activity_bin,strong_pIC50_ge_6,4,2.072798471684452,1.9445259579886416,-0.21081851067789195,-1.9445259579886416,2.1893162799377137
52,SeqOnly-SVR,activity_bin,weak_lt_5,53,1.0081639851089446,0.7372829153348757,0.4382042857745229,0.5614500468737325,0.5981879520049249
62,A1-DiagCorePairLite,activity_bin,medium_5_to_6,13,1.2934328196430083,1.178389153454198,-0.04395604395604395,-1.178389153454198,1.097141251446065
62,A1-DiagCorePairLite,activity_bin,strong_pIC50_ge_6,2,1.8231274821729095,1.8212864916111977,0.9999999999999999,-1.8212864916111977,1.8212864916111977
62,A1-DiagCorePairLite,activity_bin,weak_lt_5,55,0.9536094082351501,0.7301458082595385,0.4373252527283061,0.5216171106202637,0.5719452402875183
62,A1-DiagLite,activity_bin,medium_5_to_6,13,1.2239427920303443,1.0335728686163417,-0.17032967032967034,-0.9618565688388133,0.8523747452803372
62,A1-DiagLite,activity_bin,strong_pIC50_ge_6,2,1.618717236408061,1.5704281416111976,0.9999999999999999,-1.5704281416111976,1.5704281416111976
62,A1-DiagLite,activity_bin,weak_lt_5,55,0.9196410395728293,0.7143642656171784,0.5019391388557105,0.5008572506202636,0.5854970774793187
62,A1FlatFull-SVR,activity_bin,medium_5_to_6,13,1.5046276254419582,1.235661480098974,0.027472527472527472,-1.235661480098974,0.9605528045862117
62,A1FlatFull-SVR,activity_bin,strong_pIC50_ge_6,2,1.7776719829360679,1.7280755380910793,0.9999999999999999,-1.7280755380910793,1.7280755380910793
62,A1FlatFull-SVR,activity_bin,weak_lt_5,55,0.8038154920704721,0.5898875606203976,0.5568122381297372,0.32039276789196064,0.4519734296738074
62,Descriptor-CatBoost,activity_bin,medium_5_to_6,13,1.5861890765086528,1.3958113999988213,0.03846153846153846,-1.3958113999988213,1.0390372765531586
62,Descriptor-CatBoost,activity_bin,strong_pIC50_ge_6,2,1.8733793928465998,1.8197150070487214,0.9999999999999999,-1.8197150070487214,1.8197150070487214
62,Descriptor-CatBoost,activity_bin,weak_lt_5,55,0.8420277867297692,0.6283065071903298,0.4842614145662475,0.2752496359283328,0.48979461546532566
62,Descriptor-SVR,activity_bin,medium_5_to_6,13,1.4441013303709593,1.2690414817050075,-0.03296703296703297,-1.2690414817050075,1.1866070961456088
62,Descriptor-SVR,activity_bin,strong_pIC50_ge_6,2,1.816675223097175,1.8017554471722081,0.9999999999999999,-1.8017554471722081,1.8017554471722081
62,Descriptor-SVR,activity_bin,weak_lt_5,55,0.8948128850370737,0.7208866805834236,0.3112722554479314,0.2951281942386285,0.6268786620253266
62,MeanPredictor,activity_bin,medium_5_to_6,13,1.295435760440139,1.2690676087135369,,-1.2690676087135369,1.2223303791614022
62,MeanPredictor,activity_bin,strong_pIC50_ge_6,2,2.2555143139981695,2.2444590468705368,0.0,-2.2444590468705368,2.2444590468705368
62,MeanPredictor,activity_bin,weak_lt_5,55,1.067999545911944,0.8246704590399034,,0.5916331971791066,0.693348735138561
62,PhysChemOnly-SVR,activity_bin,medium_5_to_6,13,1.65039597144857,1.4936709737365954,0.03846153846153846,-1.4936709737365954,1.537183063607766
62,PhysChemOnly-SVR,activity_bin,strong_pIC50_ge_6,2,1.9508581231928679,1.9227974769964709,0.9999999999999999,-1.9227974769964709,1.9227974769964709
62,PhysChemOnly-SVR,activity_bin,weak_lt_5,55,0.9463062966896295,0.7292237521286253,0.32726026430129834,0.3292443109499349,0.6132789906914291
62,SeqOnly-CatBoost,activity_bin,medium_5_to_6,13,1.484010859817936,1.3481485125262678,-0.06593406593406594,-1.3481485125262678,1.2189777744864951
62,SeqOnly-CatBoost,activity_bin,strong_pIC50_ge_6,2,1.75679191299242,1.7270314403613019,0.9999999999999999,-1.7270314403613019,1.7270314403613019
62,SeqOnly-CatBoost,activity_bin,weak_lt_5,55,0.8593158060182288,0.6500298744116946,0.46481591784783827,0.3657242263866269,0.4245278408474116
62,SeqOnly-SVR,activity_bin,medium_5_to_6,13,1.4935953691083215,1.2528581529344742,-0.06043956043956044,-1.2528581529344742,1.1613079768557606
62,SeqOnly-SVR,activity_bin,strong_pIC50_ge_6,2,1.5987859538815068,1.518263758897961,0.9999999999999999,-1.518263758897961,1.518263758897961
62,SeqOnly-SVR,activity_bin,weak_lt_5,55,0.9006393442836306,0.7141594883419192,0.41625629153433386,0.3690960424744071,0.518840932742421
