seed,variant,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman
42,A1FlatMLP-small,1,36.36830543336414,13.006637334823608,1.6485258340835571,1.3455315828323364,-0.4414739126546199
42,A1FlatMLP-small,2,14.236973035903205,10.799882888793945,1.3380069732666016,1.1629794836044312,-0.22805053018152802
42,A1FlatMLP-small,3,10.513368197849818,10.81609066327413,1.349390983581543,1.1677515506744385,0.48256012319552444
42,A1FlatMLP-small,4,10.97486825216384,9.435091733932495,1.22602117061615,1.0380314588546753,0.4961682472677437
42,A1FlatMLP-small,5,10.111539431980678,9.989992698033651,1.276223063468933,1.0945485830307007,0.47100815348218
42,A1FlatMLP-small,6,9.539025465647379,9.44541041056315,1.2446881532669067,1.0410451889038086,0.46245232186803487
42,A1FlatMLP-small,7,9.904573917388916,9.197991847991943,1.2371094226837158,1.0108805894851685,0.442471218180195
42,A1FlatMLP-small,8,9.24964477902367,9.223882993062338,1.2465498447418213,1.0151830911636353,0.4478076775714307
42,A1FlatMLP-small,9,9.142166887010847,9.525834798812866,1.27972412109375,1.0460320711135864,0.38527487145904915
42,A1FlatMLP-small,10,8.797354584648495,9.254273970921835,1.253915786743164,1.0167498588562012,0.4122021206495795
42,A1FlatMLP-small,11,8.649289108458019,9.899028698603312,1.3131717443466187,1.0803052186965942,0.3040207160069227
42,A1FlatMLP-small,12,8.573204108646937,9.315443992614746,1.256759524345398,1.030705451965332,0.41718864827745544
42,A1FlatMLP-small,13,8.404739516122001,9.328864336013794,1.2866121530532837,1.0257079601287842,0.36868810587579853
42,A1FlatMLP-small,14,8.036935987926665,9.18636671702067,1.2742239236831665,1.0115748643875122,0.41360184770301833
