dataset,seed,feature_set,model,base_model,split,n_features,threshold,acc,bacc,auc,auprc,f1,mcc,precision,sensitivity,specificity,params
acepair_cls_2_3,72,SeqOnly,SeqOnly-LR,LR,valid,130,0.21999999999999997,0.6533333333333333,0.6888888888888889,0.6637037037037037,0.4949259533786604,0.6666666666666666,0.3855678298825373,0.5416666666666666,0.8666666666666667,0.5111111111111111,"{""C"": 1.0, ""class_weight"": ""balanced""}"
acepair_cls_2_3,72,SeqOnly,SeqOnly-LR,LR,test,130,0.21999999999999997,0.5851063829787234,0.6052631578947368,0.62453007518797,0.5356111217309847,0.5806451612903226,0.2096904027911068,0.4909090909090909,0.7105263157894737,0.5,"{""C"": 1.0, ""class_weight"": ""balanced""}"
acepair_cls_2_3,72,SeqOnly,SeqOnly-SVC,SVC,valid,130,0.26999999999999996,0.6666666666666666,0.7,0.7007407407407407,0.571587180985992,0.6753246753246753,0.40513422294570933,0.5531914893617021,0.8666666666666667,0.5333333333333333,"{""C"": 2.0, ""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced""}"
acepair_cls_2_3,72,SeqOnly,SeqOnly-SVC,SVC,test,130,0.26999999999999996,0.5638297872340425,0.5916353383458647,0.6494360902255639,0.5521611446053404,0.5773195876288659,0.18604532748452834,0.4745762711864407,0.7368421052631579,0.44642857142857145,"{""C"": 2.0, ""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced""}"
acepair_cls_2_3,72,SeqOnly,SeqOnly-RF,RF,valid,130,0.41999999999999993,0.7066666666666667,0.711111111111111,0.7251851851851852,0.5834593380375588,0.6666666666666666,0.4140229519583885,0.6111111111111112,0.7333333333333333,0.6888888888888889,"{""n_estimators"": 500, ""min_samples_leaf"": 2, ""class_weight"": ""balanced_subsample""}"
acepair_cls_2_3,72,SeqOnly,SeqOnly-RF,RF,test,130,0.41999999999999993,0.6595744680851063,0.6550751879699248,0.7109962406015038,0.5884917257264869,0.6,0.30614826793539873,0.5714285714285714,0.631578947368421,0.6785714285714286,"{""n_estimators"": 500, ""min_samples_leaf"": 2, ""class_weight"": ""balanced_subsample""}"
acepair_cls_2_3,72,SeqOnly,SeqOnly-MLP,MLP,valid,130,0.31999999999999995,0.68,0.6944444444444444,0.6896296296296297,0.5181889828855978,0.6571428571428571,0.3818813079129867,0.575,0.7666666666666667,0.6222222222222222,"{""hidden_layer_sizes"": [64, 32], ""alpha"": 0.001, ""early_stopping"": true}"
acepair_cls_2_3,72,SeqOnly,SeqOnly-MLP,MLP,test,130,0.31999999999999995,0.5638297872340425,0.5620300751879699,0.5892857142857143,0.5589221471686769,0.5060240963855421,0.12187477253748992,0.4666666666666667,0.5526315789473685,0.5714285714285714,"{""hidden_layer_sizes"": [64, 32], ""alpha"": 0.001, ""early_stopping"": true}"
acepair_cls_2_3,72,SeqOnly,SeqOnly-CatBoost,CatBoost,valid,130,0.33999999999999997,0.72,0.7388888888888889,0.72,0.5549709104166745,0.704225352112676,0.47017706810374754,0.6097560975609756,0.8333333333333334,0.6444444444444445,"{""depth"": 4, ""learning_rate"": 0.03, ""iterations"": 500, ""auto_class_weights"": ""Balanced""}"
acepair_cls_2_3,72,SeqOnly,SeqOnly-CatBoost,CatBoost,test,130,0.33999999999999997,0.6170212765957447,0.6278195488721805,0.6889097744360902,0.5551440889791692,0.5909090909090909,0.25142111465982214,0.52,0.6842105263157895,0.5714285714285714,"{""depth"": 4, ""learning_rate"": 0.03, ""iterations"": 500, ""auto_class_weights"": ""Balanced""}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-LR,LR,valid,22,0.29,0.56,0.6166666666666667,0.6166666666666667,0.46896977470367573,0.6206896551724138,0.2676516895156554,0.47368421052631576,0.9,0.3333333333333333,"{""C"": 1.0, ""class_weight"": ""balanced""}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-LR,LR,test,22,0.29,0.574468085106383,0.6174812030075187,0.6581296992481203,0.5157938836734618,0.6153846153846154,0.252135042287904,0.48484848484848486,0.8421052631578947,0.39285714285714285,"{""C"": 1.0, ""class_weight"": ""balanced""}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-SVC,SVC,valid,22,0.37999999999999995,0.68,0.6888888888888889,0.6866666666666666,0.54262323904875,0.6470588235294118,0.3701780228629408,0.5789473684210527,0.7333333333333333,0.6444444444444445,"{""C"": 2.0, ""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced""}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-SVC,SVC,test,22,0.37999999999999995,0.6595744680851063,0.6423872180451128,0.7112312030075187,0.5932421786885849,0.5675675675675675,0.2874892204131702,0.5833333333333334,0.5526315789473685,0.7321428571428571,"{""C"": 2.0, ""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced""}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-RF,RF,valid,22,0.29,0.6666666666666666,0.6888888888888889,0.6885185185185185,0.5620740265947162,0.6575342465753424,0.3741916351883901,0.5581395348837209,0.8,0.5777777777777777,"{""n_estimators"": 500, ""min_samples_leaf"": 2, ""class_weight"": ""balanced_subsample""}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-RF,RF,test,22,0.29,0.648936170212766,0.6799812030075187,0.7427161654135338,0.6573245797771154,0.6597938144329897,0.36541210475166336,0.5423728813559322,0.8421052631578947,0.5178571428571429,"{""n_estimators"": 500, ""min_samples_leaf"": 2, ""class_weight"": ""balanced_subsample""}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-MLP,MLP,valid,22,0.36999999999999994,0.5333333333333333,0.5833333333333334,0.5337037037037038,0.42135083054519584,0.5882352941176471,0.1846372364689991,0.45454545454545453,0.8333333333333334,0.3333333333333333,"{""hidden_layer_sizes"": [64, 32], ""alpha"": 0.001, ""early_stopping"": true}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-MLP,MLP,test,22,0.36999999999999994,0.6170212765957447,0.6362781954887218,0.662828947368421,0.584469636978935,0.6086956521739131,0.2705299212989522,0.5185185185185185,0.7368421052631579,0.5357142857142857,"{""hidden_layer_sizes"": [64, 32], ""alpha"": 0.001, ""early_stopping"": true}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-CatBoost,CatBoost,valid,22,0.3999999999999999,0.68,0.6888888888888889,0.6596296296296297,0.5323142772677191,0.6470588235294118,0.3701780228629408,0.5789473684210527,0.7333333333333333,0.6444444444444445,"{""depth"": 4, ""learning_rate"": 0.03, ""iterations"": 500, ""auto_class_weights"": ""Balanced""}"
acepair_cls_2_3,72,PhysChemOnly,PhysChemOnly-CatBoost,CatBoost,test,22,0.3999999999999999,0.6914893617021277,0.6903195488721805,0.7361372180451128,0.6233684780532148,0.6419753086419753,0.37495564058832065,0.6046511627906976,0.6842105263157895,0.6964285714285714,"{""depth"": 4, ""learning_rate"": 0.03, ""iterations"": 500, ""auto_class_weights"": ""Balanced""}"
acepair_cls_2_3,72,Descriptor,Descriptor-LR,LR,valid,82,0.15999999999999998,0.6533333333333333,0.7,0.7533333333333334,0.5818164262301647,0.6829268292682927,0.42497294818489706,0.5384615384615384,0.9333333333333333,0.4666666666666667,"{""C"": 1.0, ""class_weight"": ""balanced""}"
acepair_cls_2_3,72,Descriptor,Descriptor-LR,LR,test,82,0.15999999999999998,0.5531914893617021,0.5911654135338346,0.6790413533834586,0.5688916741356335,0.5882352941176471,0.19195317476733265,0.46875,0.7894736842105263,0.39285714285714285,"{""C"": 1.0, ""class_weight"": ""balanced""}"
