split_seed,run_seed,variant,epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman,selection_score
62,1,DiagTokenLenHeadRank,1,50.80376597813198,25.03135331471761,2.623837947845459,2.3920648097991943,-0.09087648391987947,3.2354856228832394
62,1,DiagTokenLenHeadRank,2,22.403383618309384,7.400322198867798,1.1108537912368774,0.8544807434082031,0.24146830084294507,1.2882537319624865
62,1,DiagTokenLenHeadRank,3,13.72133918035598,7.624217987060547,1.0794832706451416,0.8776480555534363,0.3021809306469462,1.2535681449364589
62,1,DiagTokenLenHeadRank,4,12.21635001046317,7.945555766423543,1.1189789772033691,0.9077937006950378,0.31869756538325084,1.298122767569641
62,1,DiagTokenLenHeadRank,5,11.569246201288133,7.045269250869751,1.0533483028411865,0.8149874806404114,0.31353611702815565,1.210064755447066
62,1,DiagTokenLenHeadRank,6,11.427816572643462,6.610397577285767,0.9991955757141113,0.7851383686065674,0.38983807050805447,1.137004457289545
62,1,DiagTokenLenHeadRank,7,11.879737763177781,7.324076414108276,1.0500460863113403,0.8462753295898438,0.35923680551462567,1.2077293978816075
62,1,DiagTokenLenHeadRank,8,11.089154152643113,6.600457827250163,1.0081804990768433,0.7779065370559692,0.33705132580526725,1.1520994344700455
62,1,DiagTokenLenHeadRank,9,11.648720241728283,7.631265004475911,1.0948599576950073,0.8752679228782654,0.33444435697506664,1.2635102848683137
62,1,DiagTokenLenHeadRank,10,10.833890551612491,6.550419727961223,1.0117689371109009,0.7729567885398865,0.37153679939134404,1.1492776143371708
62,1,DiagTokenLenHeadRank,11,11.230269840785436,6.6455676555633545,1.0224478244781494,0.7822751998901367,0.3782204376003147,1.1612835588106365
62,1,DiagTokenLenHeadRank,12,11.393860385531472,7.112112760543823,1.0217097997665405,0.8215757012367249,0.3898030776378504,1.1686332634300443
62,1,DiagTokenLenHeadRank,13,10.729491892315092,7.0340704917907715,1.0504940748214722,0.8181565999984741,0.35620992224197656,1.2016017364847942
62,1,DiagTokenLenHeadRank,14,10.874478158496675,6.656237761179606,1.0057026147842407,0.7858326435089111,0.438058245649215,1.1364520388140862
62,1,DiagTokenLenHeadRank,15,10.56620727266584,6.960100968678792,1.0240026712417603,0.8169501423835754,0.3776080623717441,1.1715989974818926
62,1,DiagTokenLenHeadRank,16,10.518158844539098,6.689415057500203,1.0185457468032837,0.7908663153648376,0.3731464714207296,1.1602903549313837
62,1,DiagTokenLenHeadRank,17,10.630761396317254,6.551198800404866,0.9924253821372986,0.776493489742279,0.41721999144271205,1.1239657558564615
62,1,DiagTokenLenHeadRank,18,10.488791284107027,6.963224331537883,1.052856206893921,0.8065333962440491,0.35104847388688143,1.201832284871901
62,1,DiagTokenLenHeadRank,19,10.246585800534202,6.637814839680989,1.0096253156661987,0.7816175222396851,0.3877384982958123,1.1468689214817482
62,1,DiagTokenLenHeadRank,20,10.38371992111206,6.625645796457927,0.976059079170227,0.7760921716690063,0.3828569929023494,1.1126535731521263
62,1,DiagTokenLenHeadRank,21,10.61479207447597,6.2988912264506025,1.0007826089859009,0.750165581703186,0.4047975225202795,1.1276043760336554
62,1,DiagTokenLenHeadRank,22,10.121194090162005,6.7257436116536455,1.06056547164917,0.7911778688430786,0.3713968279105279,1.2026504146733603
62,1,DiagTokenLenHeadRank,23,10.702572232200986,7.5621232986450195,1.0719712972640991,0.8697810173034668,0.40882170259374356,1.2280932962009043
62,1,DiagTokenLenHeadRank,24,9.70846024013701,7.534737507502238,1.1031173467636108,0.8504993915557861,0.36322599271788564,1.2612582957448746
62,1,DiagTokenLenHeadRank,25,10.438167935325986,6.8292538324991865,1.0175819396972656,0.7916690111160278,0.3757709366860323,1.1591335519733676
62,1,DiagTokenLenHeadRank,26,10.173628738948278,6.32747467358907,0.9879372715950012,0.7508183717727661,0.3775730695015401,1.1190059041129616
62,1,DiagTokenLenHeadRank,27,10.516656194414411,6.391557455062866,0.9901119470596313,0.7586711049079895,0.3677575694093082,1.1246160878752325
62,1,DiagTokenLenHeadRank,28,10.0191848164513,6.450751066207886,1.0102115869522095,0.7659512162208557,0.3673551514019618,1.1465961182971292
62,1,DiagTokenLenHeadRank,29,9.280465557461692,6.4702995618184405,1.0091278553009033,0.7673788070678711,0.3681599874166546,1.1457485589553729
62,1,DiagTokenLenHeadRank,30,9.826940604618617,8.066914240519205,1.1123466491699219,0.9126431345939636,0.3937922648411104,1.2814385930922463
