dataset,seed,feature_set,model,base_model,split,n_features,threshold,acc,bacc,auc,auprc,f1,mcc,precision,sensitivity,specificity,params
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-LR,LR,valid,402,0.14999999999999997,0.88,0.9034926470588236,0.955422794117647,0.9164150267666245,0.8378378378378378,0.762704702520817,0.7380952380952381,0.96875,0.8382352941176471,"{""C"": 1.0, ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-LR,LR,test,402,0.14999999999999997,0.808,0.8509001161440186,0.9387340301974448,0.8966626200675305,0.7692307692307693,0.6589902051521546,0.6349206349206349,0.975609756097561,0.7261904761904762,"{""C"": 1.0, ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-SVC,SVC,valid,402,0.6,0.89,0.8363970588235294,0.947610294117647,0.911912193167079,0.8,0.7457656066444792,0.9565217391304348,0.6875,0.9852941176470589,"{""C"": 2.0, ""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-SVC,SVC,test,402,0.6,0.848,0.7932636469221834,0.9343786295005807,0.8820875768642595,0.7323943661971831,0.6447589332090324,0.8666666666666667,0.6341463414634146,0.9523809523809523,"{""C"": 2.0, ""kernel"": ""rbf"", ""gamma"": ""scale"", ""class_weight"": ""balanced""}"
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-RF,RF,valid,402,0.4499999999999999,0.88,0.8704044117647058,0.9361213235294118,0.8835676522052553,0.8181818181818182,0.7294981009510455,0.7941176470588235,0.84375,0.8970588235294118,"{""n_estimators"": 500, ""min_samples_leaf"": 2, ""class_weight"": ""balanced_subsample""}"
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-RF,RF,test,402,0.4499999999999999,0.872,0.8485772357723578,0.9117305458768873,0.8181747933444127,0.8,0.7064461449313674,0.8205128205128205,0.7804878048780488,0.9166666666666666,"{""n_estimators"": 500, ""min_samples_leaf"": 2, ""class_weight"": ""balanced_subsample""}"
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-MLP,MLP,valid,402,0.3,0.74,0.7922794117647058,0.8488051470588236,0.748892311930694,0.6976744186046512,0.5471190920976587,0.5555555555555556,0.9375,0.6470588235294118,"{""hidden_layer_sizes"": [64, 32], ""alpha"": 0.001, ""early_stopping"": true}"
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-MLP,MLP,test,402,0.3,0.752,0.7842624854819977,0.8977932636469221,0.8221422826281302,0.6990291262135923,0.5338447752122129,0.5806451612903226,0.8780487804878049,0.6904761904761905,"{""hidden_layer_sizes"": [64, 32], ""alpha"": 0.001, ""early_stopping"": true}"
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-CatBoost,CatBoost,valid,402,0.25999999999999995,0.85,0.8897058823529411,0.9384191176470589,0.8718405488775702,0.810126582278481,0.7284664228098999,0.6808510638297872,1.0,0.7794117647058824,"{""depth"": 4, ""learning_rate"": 0.03, ""iterations"": 500, ""auto_class_weights"": ""Balanced""}"
plm4ace_cleaned_2_5,52,Descriptor_ESM2,Descriptor_ESM2-CatBoost,CatBoost,test,402,0.25999999999999995,0.816,0.8318815331010453,0.9343786295005807,0.8742904276239943,0.7578947368421053,0.6290984286261078,0.6666666666666666,0.8780487804878049,0.7857142857142857,"{""depth"": 4, ""learning_rate"": 0.03, ""iterations"": 500, ""auto_class_weights"": ""Balanced""}"
