model,n_seeds,extra_dim_mean,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
GRUOnly,5,0.0,0.42799999999999994,0.34002941049268076,0.6197530864197531,0.05616944773371518,0.6090909090909091,0.038332685327347155,0.663778409090909,0.04171430178532323,0.603094802307101,0.04039006714216419,0.5370581243451041,0.056894741967149345,0.22894471075459816,0.09200176450741758,0.5555664205466836,0.10255602012234807,0.5515151515151515,0.1374535567277785,0.6666666666666666,0.16973094517500334
GRU_Descriptor,5,82.0,0.40199999999999997,0.1251798705862887,0.6135802469135803,0.036151976455176114,0.6133522727272728,0.03931150547990854,0.6647095959595959,0.028074719251442927,0.6082198487399086,0.015031872443251963,0.5592967564515576,0.0612046787565438,0.22604341120505075,0.07574692077395581,0.5240867938687412,0.036540869445338096,0.6121212121212121,0.12054741988433991,0.6145833333333333,0.09110862335695782
GRU_A1PCA,5,64.0,0.476,0.15962455951387933,0.6074074074074074,0.04290012433060259,0.6071969696969697,0.038200867906723064,0.6570707070707071,0.03287707469421022,0.5688843142346712,0.031220354089103196,0.5544027789280439,0.04875049951076696,0.21473282158170598,0.07569988479950178,0.5205554518465922,0.04527535098652401,0.6060606060606061,0.11030469529212905,0.6083333333333333,0.11087757575612642
GRU_Descriptor_A1PCA,5,146.0,0.5479999999999999,0.23402991261802408,0.6012345679012346,0.05930425246654544,0.590625,0.03128154973039789,0.6625,0.03180672624519122,0.5892328641847971,0.027824488687099046,0.513738571218952,0.05374044428545868,0.19319471047225484,0.06932479683147418,0.5347651879120651,0.07759338469723559,0.5333333333333334,0.16817499303650432,0.6479166666666667,0.20707956066315295
