epoch,train_loss,val_loss,val_rmse,val_mae,val_spearman
1,0.8407804228010631,0.44229268034299213,1.3013521432876587,1.0964645147323608,0.49165412752040333
2,0.3676001798538935,0.3685589035352071,1.1799017190933228,0.9698430895805359,0.4769919866356312
3,0.2916090346518017,0.39687267939249676,1.2815043926239014,0.986720085144043,0.4238023586049541
4,0.29554897050062817,0.37533562382062274,1.2142764329910278,0.9852079153060913,0.4367673304374316
5,0.27104161041123526,0.41529903809229535,1.2939860820770264,0.9970909953117371,0.4033663436247466
6,0.2659647918882824,0.3925926685333252,1.1936107873916626,0.9739933609962463,0.4323756868072672
7,0.269300455848376,0.36530882120132446,1.1904592514038086,0.9523595571517944,0.4287188998801581
8,0.2426059522799083,0.3744127055009206,1.2318023443222046,0.9525255560874939,0.43074850410764454
9,0.2408726520481564,0.3851348360379537,1.2092045545578003,0.9728695750236511,0.42287503943205085
10,0.23605201570760637,0.38893882433573407,1.2090468406677246,0.9655439257621765,0.4248521538950332
11,0.21658307313919067,0.3727971911430359,1.2092622518539429,0.9523582458496094,0.4000244952846612
12,0.2259866524310339,0.34903229276339215,1.145896553993225,0.9151429533958435,0.49835532078874195
13,0.21695199041139512,0.3651246925195058,1.1978375911712646,0.9763604402542114,0.47319522700317823
14,0.20735661472593034,0.4040328065554301,1.2895413637161255,1.0638786554336548,0.38403261369912217
15,0.19731249482858748,0.3526662588119507,1.165446400642395,0.9315061569213867,0.46488434762338493
16,0.1932103850302242,0.38422514001528424,1.2525968551635742,0.9928585886955261,0.35360604687499475
17,0.183113823334376,0.3920546273390452,1.2632579803466797,1.0038225650787354,0.3503866746520853
18,0.18170794738190515,0.38095173239707947,1.2851790189743042,0.9820776581764221,0.36322917036738694
19,0.16870536300398054,0.37385233243306476,1.240222692489624,0.9671823978424072,0.3688805683456464
20,0.16877755700122743,0.39677849411964417,1.270411729812622,1.002981185913086,0.35773524168263937
21,0.15318206413870766,0.3495816191037496,1.1983762979507446,0.9345940947532654,0.4147566225221054
22,0.1369823327376729,0.3730691472689311,1.219866156578064,0.9569897055625916,0.3932358190754827
