feature,score,pvalue,selected
pair_both_hydrophobic_flag__r0__c2,88.88244353182735,9.008833399598911e-18,True
pair_both_hydrophobic_flag__r2__c0,88.88244353182735,9.008833399598911e-18,True
diag_aromaticity__r2__c2,65.05193707082098,5.914396383132212e-14,True
diag_aromatic_residue_flag__r2__c2,65.05193707082098,5.914396383132212e-14,True
diag_branched_chain_flag__r0__c0,59.937040846312,4.337315468045435e-13,True
pair_hydrophobicity_sum__r0__c2,56.05483062246257,2.0227187428679678e-12,True
pair_hydrophobicity_sum__r2__c0,56.05483062246257,2.0227187428679678e-12,True
heur_n_terminal_favorable_flag__r0__c2,53.01470588235302,6.871997335265959e-12,True
heur_n_terminal_favorable_flag__r2__c0,53.01470588235302,6.871997335265959e-12,True
diag_hydrophobicity__r0__c0,43.77667786366524,3.117348854042748e-10,True
heur_n_terminal_favorable_flag__r0__c1,43.696969696969624,3.223835010870035e-10,True
heur_n_terminal_favorable_flag__r1__c0,43.696969696969624,3.223835010870035e-10,True
pair_both_bulky_flag__r0__c2,41.51462305025989,8.124631665079645e-10,True
pair_both_bulky_flag__r2__c0,41.51462305025989,8.124631665079645e-10,True
diag_polarity__r0__c0,37.86311640840551,3.895051230996757e-09,True
heur_terminal_hydrophobic_pattern_flag__r1__c2,36.41631799163184,7.3023021663392285e-09,True
heur_terminal_hydrophobic_pattern_flag__r2__c1,36.41631799163184,7.3023021663392285e-09,True
heur_c_terminal_favorable_flag__r0__c2,34.619738993520336,1.6033939493859165e-08,True
heur_c_terminal_favorable_flag__r1__c2,34.619738993520336,1.6033939493859165e-08,True
heur_c_terminal_favorable_flag__r2__c0,34.619738993520336,1.6033939493859165e-08,True
heur_c_terminal_favorable_flag__r2__c1,34.619738993520336,1.6033939493859165e-08,True
heur_terminal_hydrophobic_pattern_flag__r0__c2,34.44465030106525,1.7317657567851755e-08,True
heur_terminal_hydrophobic_pattern_flag__r2__c0,34.44465030106525,1.7317657567851755e-08,True
diag_volume__r2__c2,34.21188011661247,1.9186772966854035e-08,True
pair_hydrophobicity_signed_diff__r0__c2,34.19465650904005,1.9332928173388937e-08,True
pair_hydrophobicity_signed_diff__r2__c0,34.19465650904005,1.9332928173388937e-08,True
pair_both_bulky_flag__r0__c1,31.793263532200694,5.604862029998711e-08,True
pair_both_bulky_flag__r1__c0,31.793263532200694,5.604862029998711e-08,True
diag_volume__r0__c0,31.34925704201487,6.833574243909677e-08,True
pair_residue_class_compatibility__r0__c2,30.133392060949202,1.1786350567678494e-07,True
pair_residue_class_compatibility__r2__c0,30.133392060949202,1.1786350567678494e-07,True
heur_terminal_hydrophobic_pattern_flag__r0__c1,26.280927835051575,6.78467899531697e-07,True
heur_terminal_hydrophobic_pattern_flag__r1__c0,26.280927835051575,6.78467899531697e-07,True
pair_hydrophobicity_signed_diff__r0__c1,24.289390047231908,1.7014373402925593e-06,True
pair_hydrophobicity_signed_diff__r1__c0,24.289390047231908,1.7014373402925593e-06,True
residue_id_2,23.21402054184113,2.8074848058015334e-06,True
diag_volume__r1__c1,23.175114930776985,2.85898614390873e-06,True
pair_substitution_similarity_proxy__r0__c2,23.027308319328558,3.0635232448575396e-06,True
pair_substitution_similarity_proxy__r2__c0,23.027308319328558,3.0635232448575396e-06,True
pair_both_hydrophobic_flag__r0__c1,20.983634311512404,8.014895821161786e-06,True
pair_both_hydrophobic_flag__r1__c0,20.983634311512404,8.014895821161786e-06,True
pair_hydrophobicity_abs_diff__r0__c2,19.755745221962485,1.4368479604885695e-05,True
pair_hydrophobicity_abs_diff__r2__c0,19.755745221962485,1.4368479604885695e-05,True
diag_is_c_terminal__r1__c1,19.413491707754346,1.6921200344581514e-05,True
diag_is_c_terminal__r2__c2,19.413491707754346,1.6921200344581514e-05,True
diag_is_internal__r1__c1,19.413491707754346,1.6921200344581514e-05,True
diag_valid_flag__r2__c2,19.413491707754346,1.6921200344581514e-05,True
pair_terminal_interaction_flag__r0__c2,19.413491707754346,1.6921200344581514e-05,True
pair_terminal_interaction_flag__r1__c2,19.413491707754346,1.6921200344581514e-05,True
pair_terminal_interaction_flag__r2__c0,19.413491707754346,1.6921200344581514e-05,True
pair_terminal_interaction_flag__r2__c1,19.413491707754346,1.6921200344581514e-05,True
pair_end_to_end_flag__r0__c1,19.413491707754346,1.6921200344581514e-05,True
pair_end_to_end_flag__r0__c2,19.413491707754346,1.6921200344581514e-05,True
pair_end_to_end_flag__r1__c0,19.413491707754346,1.6921200344581514e-05,True
pair_end_to_end_flag__r2__c0,19.413491707754346,1.6921200344581514e-05,True
pair_end_to_internal_flag__r0__c1,19.413491707754346,1.6921200344581514e-05,True
pair_end_to_internal_flag__r1__c0,19.413491707754346,1.6921200344581514e-05,True
pair_end_to_internal_flag__r1__c2,19.413491707754346,1.6921200344581514e-05,True
pair_end_to_internal_flag__r2__c1,19.413491707754346,1.6921200344581514e-05,True
pair_forward_order_flag__r0__c2,19.413491707754346,1.6921200344581514e-05,True
pair_forward_order_flag__r1__c2,19.413491707754346,1.6921200344581514e-05,True
pair_reverse_order_flag__r2__c0,19.413491707754346,1.6921200344581514e-05,True
pair_reverse_order_flag__r2__c1,19.413491707754346,1.6921200344581514e-05,True
seq_length,19.41349170775431,1.692120034458203e-05,True
diag_gly_flag__r0__c0,19.312500000000032,1.77589879957911e-05,True
pair_charge_signed_diff__r1__c2,19.09774264535774,1.968309537546439e-05,True
pair_charge_signed_diff__r2__c1,19.09774264535774,1.968309537546439e-05,True
diag_hydrophobicity__r2__c2,18.393273119863682,2.7611652637357182e-05,True
pair_hydrophobicity_sum__r0__c1,18.083282303435997,3.206267817959389e-05,True
pair_hydrophobicity_sum__r1__c0,18.083282303435997,3.206267817959389e-05,True
diag_gly_flag__r1__c1,17.49056603773588,4.270648203932894e-05,True
pair_both_hydrophobic_flag__r1__c2,17.14305364511689,5.0550669788999066e-05,True
pair_both_hydrophobic_flag__r2__c1,17.14305364511689,5.0550669788999066e-05,True
pair_both_bulky_flag__r1__c2,15.134195433991419,0.00013512778949590807,True
pair_both_bulky_flag__r2__c1,15.134195433991419,0.00013512778949590807,True
residue_id_1,14.721894979234786,0.0001656543571193227,True
diag_hbond_acceptor__r2__c2,13.467312348668266,0.0003091821125822298,True
pair_hydrophobicity_sum__r1__c2,13.348680347664484,0.00032808807317431804,True
pair_hydrophobicity_sum__r2__c1,13.348680347664484,0.00032808807317431804,True
pair_polarity_abs_diff__r1__c2,13.132170169870763,0.0003656810390829646,True
pair_polarity_abs_diff__r2__c1,13.132170169870763,0.0003656810390829646,True
pair_volume_abs_diff__r0__c1,12.824883785552338,0.000426700410508904,True
pair_volume_abs_diff__r1__c0,12.824883785552338,0.000426700410508904,True
pair_volume_abs_diff__r1__c2,12.343830323386142,0.0005437765378631024,True
pair_volume_abs_diff__r2__c1,12.343830323386142,0.0005437765378631024,True
diag_hbond_donor__r2__c2,11.867335493519455,0.0006921340048968216,True
pair_hydrophobicity_abs_diff__r0__c1,9.450516423719684,0.002396691128774724,True
pair_hydrophobicity_abs_diff__r1__c0,9.450516423719684,0.002396691128774724,True
diag_hbond_donor__r1__c1,9.397242676272702,0.0024641658339585363,True
pair_aromatic_pair_flag__r0__c2,8.818493150684928,0.00333570442342767,True
pair_aromatic_pair_flag__r2__c0,8.818493150684928,0.00333570442342767,True
diag_hbond_acceptor__r0__c0,8.786688553442097,0.0033919049773056364,True
pair_donor_acceptor_compatibility__r1__c2,7.641352063213356,0.006221837460046604,True
pair_donor_acceptor_compatibility__r2__c1,7.641352063213356,0.006221837460046604,True
pair_hydrophobicity_abs_diff__r1__c2,7.164587796722511,0.00803441080127511,True
pair_hydrophobicity_abs_diff__r2__c1,7.164587796722511,0.00803441080127511,True
diag_charge__r1__c1,6.8920386202888535,0.009307414808540877,True
