feature,score,pvalue,selected
diag_aromaticity__r1__c1,5.792564266837507,0.01697650084075469,True
diag_aromatic_residue_flag__r1__c1,5.792564266837507,0.01697650084075469,True
pair_volume_abs_diff__r0__c2,5.683083606243973,0.018037074306741903,True
pair_volume_abs_diff__r2__c0,5.683083606243973,0.018037074306741903,True
diag_hbond_donor__r0__c0,5.187050359712222,0.023782444654957137,True
pair_aromatic_pair_flag__r1__c2,3.9859400107123677,0.0471980960157221,True
pair_aromatic_pair_flag__r2__c1,3.9859400107123677,0.0471980960157221,True
diag_pro_flag__r0__c0,3.4758386581469676,0.06369364156061573,True
pair_donor_acceptor_compatibility__r0__c2,2.4767488076311572,0.11707542446681707,True
pair_donor_acceptor_compatibility__r2__c0,2.4767488076311572,0.11707542446681707,True
pair_charge_product__r1__c2,2.4523809523809477,0.11888158544771153,True
pair_charge_product__r2__c1,2.4523809523809477,0.11888158544771153,True
pair_aromatic_pair_flag__r0__c1,2.24510676156585,0.13556845693253988,True
pair_aromatic_pair_flag__r1__c0,2.24510676156585,0.13556845693253988,True
pair_charge_signed_diff__r0__c1,2.190226699362081,0.140416559888884,True
pair_charge_signed_diff__r1__c0,2.190226699362081,0.140416559888884,True
residue_id_0,2.089703318492437,0.1498144481410638,True
pair_hydrophobicity_signed_diff__r1__c2,2.06368627223996,0.1523618296144693,True
pair_hydrophobicity_signed_diff__r2__c1,2.06368627223996,0.1523618296144693,True
diag_polarity__r1__c1,1.8360627183795797,0.17689715191415273,True
diag_charge__r2__c2,1.5044442818894948,0.22138890136667858,True
pair_polarity_abs_diff__r0__c1,1.4226753034970772,0.23433559116829028,True
pair_polarity_abs_diff__r1__c0,1.4226753034970772,0.23433559116829028,True
pair_polarity_abs_diff__r0__c2,0.7504922666283449,0.38732829171200056,True
pair_polarity_abs_diff__r2__c0,0.7504922666283449,0.38732829171200056,True
diag_gly_flag__r2__c2,0.6651291512915148,0.4156969361128211,True
diag_hbond_acceptor__r1__c1,0.6204819277108434,0.43177366768276393,True
pair_donor_acceptor_compatibility__r0__c1,0.5704113924050639,0.45095813192392653,True
pair_donor_acceptor_compatibility__r1__c0,0.5704113924050639,0.45095813192392653,True
diag_hydrophobicity__r1__c1,0.554996271195364,0.4571324610552412,True
diag_charge__r0__c0,0.32445114089541155,0.5695654827676319,True
pair_residue_class_compatibility__r0__c1,0.3205605418458856,0.5718872409388662,True
pair_residue_class_compatibility__r1__c0,0.3205605418458856,0.5718872409388662,True
diag_polarity__r2__c2,0.30047861080346766,0.5841760457743307,True
pair_charge_signed_diff__r0__c2,0.2986979358657444,0.5852913228222071,True
pair_charge_signed_diff__r2__c0,0.2986979358657444,0.5852913228222071,True
diag_branched_chain_flag__r2__c2,0.26579945228565277,0.6067164036381255,True
pair_charge_product__r0__c2,0.23961778113960108,0.6250031485525476,True
pair_charge_product__r2__c0,0.23961778113960108,0.6250031485525476,True
pair_residue_class_compatibility__r1__c2,0.1950060441091407,0.6592455652852686,True
pair_residue_class_compatibility__r2__c1,0.1950060441091407,0.6592455652852686,True
pair_substitution_similarity_proxy__r0__c1,0.11735336702316168,0.7322721775521419,True
pair_substitution_similarity_proxy__r1__c0,0.11735336702316168,0.7322721775521419,True
heur_c_terminal_favorable_flag__r0__c1,0.09178366188986616,0.7622274436555596,True
heur_c_terminal_favorable_flag__r1__c0,0.09178366188986616,0.7622274436555596,True
pair_substitution_similarity_proxy__r1__c2,0.08650117244595781,0.7689693591705814,True
pair_substitution_similarity_proxy__r2__c1,0.08650117244595781,0.7689693591705814,True
diag_pro_flag__r2__c2,0.04360711261642666,0.8347926310858294,True
diag_aromaticity__r0__c0,0.035492763611302346,0.8507522969455399,True
diag_aromatic_residue_flag__r0__c0,0.035492763611302346,0.8507522969455399,True
diag_pro_flag__r1__c1,0.011609558160504881,0.914300731185073,True
diag_branched_chain_flag__r1__c1,0.0021706145157211598,0.9628852529457546,True
pair_charge_product__r0__c1,2.971006305718157e-05,0.995656271894642,True
pair_charge_product__r1__c0,2.971006305718157e-05,0.995656271894642,True
