feature_set,model,n_seeds,n_features_mean,n_features_std,test_threshold_mean,test_threshold_std,test_acc_mean,test_acc_std,test_bacc_mean,test_bacc_std,test_auc_mean,test_auc_std,test_auprc_mean,test_auprc_std,test_f1_mean,test_f1_std,test_mcc_mean,test_mcc_std,test_precision_mean,test_precision_std,test_sensitivity_mean,test_sensitivity_std,test_specificity_mean,test_specificity_std
ESM2,ESM2-LR,5,320.0,0.0,0.48999999999999994,0.30602287496198705,0.8512000000000001,0.020861447696648494,0.8505807200929153,0.025253062448153823,0.9347851335656214,0.018152264183764324,0.8880203557296664,0.030344853990404784,0.7888683512823642,0.030647784113463687,0.6805037167004747,0.04538657527875718,0.7393845261548793,0.03907278203248847,0.8487804878048781,0.05823090920152841,0.8523809523809524,0.033248190580402265
A1FlatSelected_ESM2PCA,A1FlatSelected_ESM2PCA-LR,5,211.6,153.2344608761358,0.724,0.1303073290340954,0.8448,0.03604441704342018,0.8195993031358885,0.040965033252711294,0.9167828106852497,0.02342631620760722,0.8643443452229647,0.04214120951247776,0.7590883455970265,0.05424207891864019,0.6469773037787047,0.08037526788881659,0.7766692664019664,0.0689854746216835,0.7463414634146341,0.07026761117506308,0.8928571428571429,0.04037101180431705
A1FlatSelected,A1FlatSelected-LR,5,90.0,22.360679774997898,0.6379999999999999,0.12477980605851254,0.8144,0.036397802131447415,0.7969802555168408,0.03412558280492829,0.877903600464576,0.029565440328357413,0.8118451208095585,0.04998728414846137,0.725550842288056,0.0440403603646081,0.5912338520880096,0.07273327267457974,0.7154665303250209,0.08614293808868717,0.7463414634146343,0.07827710505307907,0.8476190476190476,0.06542205554301947
A1FlatSelected_ESM2PCAInteract,A1FlatSelected_ESM2PCAInteract-LR,5,1628.8,1095.5524633717912,0.442,0.21707141681944217,0.784,0.024657656011875927,0.7706155632984901,0.019496060938462307,0.8486062717770035,0.02513300609508979,0.7897627913312112,0.04698376247168244,0.6899789865307108,0.02454617487553282,0.5292031063263032,0.04246078675931456,0.6565509413205991,0.0512317520664585,0.7317073170731707,0.045629968131389524,0.8095238095238095,0.046869094488165536
